Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
-0.01,1.01,0.08,-2.08,6.16,-2.14,7.82,-24.50,-16.31,3
0.01,1.00,0.06,8.24,0.98,5.49,7.47,-24.11,-16.52,3
0.00,0.98,0.06,3.23,6.84,5.37,7.47,-24.30,-18.04,3
-0.02,0.97,0.09,-3.91,2.87,-1.77,7.87,-23.74,-18.19,3
-0.02,0.98,0.07,-1.10,0.00,-1.40,7.57,-23.56,-17.66,3
0.02,0.98,0.07,-1.16,1.89,3.48,8.19,-24.33,-17.35,3
0.02,1.00,0.07,1.40,-0.55,-2.69,8.12,-23.79,-18.15,3
0.02,0.98,0.08,3.54,-9.16,-1.77,7.35,-23.96,-16.43,3
-0.00,0.97,0.07,4.94,-6.16,5.31,7.67,-23.67,-18.38,3
-0.01,0.98,0.08,0.79,-8.67,0.24,6.86,-23.40,-18.68,3
-0.01,0.98,0.08,-3.36,-1.10,-7.39,6.51,-23.86,-18.33,3
0.05,1.02,0.06,-9.70,-5.68,-9.89,6.57,-24.01,-18.82,3
0.02,0.98,0.06,-7.45,-15.20,-5.43,8.17,-24.44,-17.37,3
0.02,1.00,0.05,-4.27,-7.39,0.00,7.81,-24.45,-15.94,3
0.03,0.98,0.03,-0.37,-1.46,-2.01,7.70,-24.93,-17.07,3
0.03,1.00,0.04,-3.05,-3.54,-3.91,7.52,-24.84,-15.93,3
0.04,0.99,0.04,0.43,-7.20,-3.78,7.35,-24.67,-17.08,3
0.05,0.99,0.05,0.31,-8.42,0.00,7.58,-24.23,-15.83,3
0.05,0.99,0.03,-0.98,3.97,-0.31,7.02,-24.57,-16.70,3
0.06,0.99,0.03,0.55,1.10,-0.49,7.82,-24.52,-16.83,3
0.05,0.99,0.05,-0.18,-8.12,-1.04,7.42,-24.52,-15.94,3
0.06,0.99,0.02,4.21,-13.12,-1.28,6.95,-24.84,-16.48,3
0.05,0.97,0.05,5.19,-13.85,0.18,6.01,-24.50,-16.80,3
0.03,0.99,0.06,-2.62,-17.82,-0.55,5.58,-24.30,-17.58,3
0.04,1.00,0.03,-5.98,-14.83,-3.60,5.00,-24.45,-16.81,3
0.05,1.00,0.02,-11.60,-19.53,-12.57,4.94,-24.04,-16.25,3
0.04,0.98,0.06,0.49,-8.97,-1.40,4.48,-25.09,-17.00,3
0.06,1.00,0.03,-5.43,-4.76,-2.01,4.22,-24.58,-16.47,3
0.06,0.99,0.03,0.24,0.37,1.71,4.17,-25.37,-14.93,3
0.06,0.99,0.03,0.18,-5.43,2.32,4.02,-25.00,-15.97,3
0.07,0.99,0.02,-4.03,-13.31,-2.32,3.36,-25.50,-16.78,3
0.07,0.98,0.01,-0.18,-11.84,1.04,2.70,-25.56,-16.99,3
0.05,0.98,0.03,3.11,-24.11,-2.01,1.82,-25.09,-15.98,3
0.05,1.01,0.03,-0.18,-23.32,-4.76,1.32,-24.82,-17.08,3
0.07,0.99,0.04,-1.40,-21.12,-1.16,1.28,-24.82,-16.66,3
0.09,0.99,0.03,-1.10,-21.55,-1.22,0.21,-25.12,-17.25,3
0.05,0.99,0.04,2.08,-19.59,-2.32,-1.03,-25.17,-15.76,3
0.06,1.00,0.03,-1.40,-13.73,-4.03,-1.61,-25.13,-16.41,3
0.06,1.00,0.05,1.34,-14.71,-1.89,-1.78,-25.21,-14.69,3
0.09,1.00,0.03,-3.97,-12.57,-6.10,-2.15,-25.48,-16.04,3
0.10,0.99,0.05,-4.94,-17.21,-5.43,-2.32,-25.18,-14.87,3
0.09,0.97,0.05,0.12,-17.15,-3.17,-2.37,-25.90,-15.01,3
0.08,1.00,0.04,-1.71,-9.09,-2.75,-2.83,-25.11,-15.69,3
0.12,1.00,0.03,0.73,-23.19,-5.86,-2.89,-25.23,-15.21,3
0.12,0.96,0.07,6.04,-22.83,-3.97,-3.21,-25.35,-16.52,3
0.15,0.98,0.07,1.89,-28.08,-7.69,-3.10,-25.18,-13.94,3
0.12,0.96,0.09,0.49,-21.67,-7.51,-3.82,-25.17,-15.41,3
0.14,0.98,0.08,-0.67,-19.10,-7.63,-3.96,-25.44,-14.97,3
0.15,0.98,0.07,-1.04,-17.82,-5.68,-4.25,-25.66,-13.53,3
0.18,0.97,0.07,-3.23,-18.07,-4.52,-4.30,-25.78,-13.78,3
0.16,0.95,0.09,-2.93,-10.99,-1.22,-5.27,-25.24,-12.85,3
0.16,1.00,0.08,-6.23,8.24,6.04,-5.26,-26.06,-12.61,3
0.16,0.99,0.08,-1.59,34.67,9.70,-5.22,-26.07,-13.12,3
0.11,0.99,0.06,-1.53,20.32,4.39,-4.77,-25.81,-13.07,3
0.12,0.96,0.06,3.54,8.91,11.78,-5.11,-25.18,-13.21,3
0.09,0.94,0.06,3.72,-5.07,17.64,-5.66,-25.94,-13.84,3
0.09,0.97,0.06,1.53,-18.31,16.78,-7.64,-25.00,-13.44,3
0.06,1.03,0.05,0.92,-8.30,9.52,-8.54,-25.11,-12.72,3
-0.01,1.00,0.05,-5.98,-2.38,13.85,-10.47,-24.33,-14.37,3
-0.00,1.00,0.05,-5.37,7.26,6.65,-11.11,-23.86,-14.44,3
-0.03,1.01,0.04,-0.49,26.98,9.52,-11.43,-23.90,-12.70,3
-0.04,0.98,0.05,0.79,46.57,17.76,-11.43,-23.54,-14.31,3
-0.08,0.98,0.07,4.70,33.20,15.26,-11.15,-22.86,-15.75,3
-0.08,0.97,0.08,-0.55,21.36,2.50,-11.24,-22.66,-16.60,3
-0.05,0.98,0.05,-0.37,23.68,-7.75,-9.69,-22.51,-17.76,3
-0.07,0.98,0.09,-1.40,19.71,-14.83,-8.75,-22.44,-18.30,3
-0.09,0.96,0.09,-6.77,22.40,-1.10,-7.57,-22.86,-17.07,3
-0.02,1.02,0.07,-5.07,43.64,-12.57,-4.97,-23.23,-18.26,3
0.02,0.99,0.06,-3.05,28.08,-8.00,-4.24,-23.45,-17.24,3
0.01,1.00,0.07,-7.39,18.92,-8.12,-2.76,-24.13,-17.59,3
0.01,0.98,0.05,-3.54,25.09,-2.01,-1.18,-24.01,-17.59,3
-0.03,1.00,0.09,-2.20,26.49,6.04,-0.26,-23.96,-18.38,3
0.01,0.98,0.05,0.18,15.75,0.24,0.76,-24.43,-17.90,3
-0.00,0.98,0.06,0.37,21.18,0.43,1.25,-23.91,-18.24,3
0.01,0.99,0.05,-1.16,27.34,-4.58,2.83,-24.13,-17.15,3
-0.01,0.98,0.07,-0.55,20.39,-7.26,4.36,-24.02,-18.01,3
0.00,0.99,0.07,-1.40,19.17,3.60,5.29,-24.41,-19.07,3
0.01,0.96,0.07,2.87,16.11,-2.87,6.16,-24.00,-18.38,3
0.03,0.99,0.07,3.17,18.86,-1.89,6.71,-24.33,-17.26,3
0.03,1.00,0.09,2.38,11.90,0.37,8.56,-24.12,-18.25,3
0.04,1.00,0.09,2.44,9.16,-0.31,8.37,-24.00,-18.44,3
0.02,1.00,0.11,4.21,9.09,0.37,8.97,-24.08,-17.70,3
0.04,0.99,0.11,2.75,16.97,1.40,9.39,-23.40,-17.91,3
0.03,1.01,0.07,-1.59,14.53,0.37,10.84,-23.72,-18.48,3
0.04,0.96,0.08,-2.26,14.04,5.25,11.10,-23.61,-18.10,3
0.07,0.96,0.05,-2.75,6.77,0.67,11.57,-23.27,-17.86,3
0.04,1.03,0.07,2.93,2.08,0.61,11.32,-23.07,-17.30,3
0.02,1.01,0.10,2.14,-1.40,1.53,11.13,-23.19,-17.43,3
0.04,0.98,0.07,5.98,4.09,6.41,11.25,-22.90,-16.96,3
-0.00,0.88,0.10,-6.10,14.04,-10.86,10.73,-22.80,-18.52,3
0.03,0.95,0.12,10.19,13.37,15.69,10.88,-23.06,-19.09,3
-0.00,0.95,0.06,3.78,34.36,8.67,11.52,-23.72,-16.89,3
0.01,1.00,0.13,2.38,34.61,14.71,12.15,-23.68,-16.60,3
-0.00,0.97,0.14,2.38,9.34,2.56,13.01,-24.10,-16.64,3
-0.02,1.00,0.11,-0.37,4.82,-0.85,12.89,-23.58,-15.95,3
-0.02,0.97,0.15,-3.23,4.88,-3.23,12.78,-23.79,-15.70,3
0.01,1.00,0.10,-9.03,21.67,1.71,13.65,-23.94,-15.58,3
0.04,0.98,0.04,-5.25,15.63,0.67,14.03,-24.60,-14.66,3
-0.02,0.93,0.08,0.06,8.73,6.29,14.04,-24.44,-13.73,3
-0.03,0.98,0.10,10.38,13.18,8.36,13.96,-24.44,-13.11,3
-0.04,1.03,0.13,2.62,23.86,7.75,14.18,-24.77,-13.88,3
-0.05,0.97,0.11,-4.82,9.95,1.71,14.11,-25.10,-13.78,3
-0.04,1.01,0.11,-2.32,7.39,-0.12,14.65,-24.84,-14.03,3
-0.03,1.00,0.09,-1.28,18.74,-0.06,14.87,-25.27,-13.72,3
-0.03,0.98,0.12,-3.36,13.92,-0.92,14.21,-24.76,-12.59,3
-0.08,0.95,-0.04,21.00,75.32,25.39,14.20,-25.61,-13.43,3
-0.06,0.96,0.07,4.82,6.90,-5.49,14.72,-25.07,-11.10,3
-0.06,0.95,0.09,-1.46,-10.31,-1.40,15.19,-25.89,-10.30,3
-0.06,0.93,0.02,-7.02,2.38,-5.62,15.26,-25.79,-10.22,3
-0.01,1.00,0.10,2.01,8.42,-9.16,16.24,-25.72,-10.08,3
-0.00,1.00,0.09,-13.55,-6.47,0.24,16.91,-26.12,-9.69,3
-0.05,0.98,0.07,-14.77,14.77,6.23,16.69,-25.84,-8.68,3
-0.02,1.04,0.03,0.55,29.36,-3.17,16.94,-26.98,-6.74,3
0.01,1.00,0.02,9.70,29.24,-6.10,17.16,-26.50,-7.21,3
0.01,1.01,0.05,5.07,20.57,0.31,18.26,-26.18,-8.14,3
-0.04,1.01,0.11,9.40,24.66,-7.63,18.29,-26.54,-5.85,3
-0.06,0.99,0.08,-2.38,31.43,11.41,18.53,-25.87,-6.51,3
0.02,1.00,0.07,-8.00,49.26,-3.11,19.30,-26.81,-5.11,3
0.01,1.01,0.06,-3.85,19.47,12.76,19.36,-27.09,-3.00,3
-0.05,1.01,0.11,-3.30,31.74,-7.75,19.31,-27.31,-2.61,3
0.04,0.99,0.06,-6.04,25.70,-13.79,20.08,-27.32,0.35,3
0.01,0.98,0.08,-6.77,30.76,-3.42,21.12,-27.16,0.98,3
0.03,0.98,0.02,0.43,14.71,0.73,20.40,-27.12,3.92,3
0.02,0.99,0.03,-5.92,29.91,-2.14,21.36,-26.65,2.69,3
0.04,1.03,0.02,-3.42,26.37,-1.53,21.31,-27.06,3.85,3
0.00,0.98,0.02,-8.00,26.49,6.59,21.07,-27.33,6.19,3
-0.01,0.99,-0.01,-10.68,23.38,20.20,19.29,-27.66,9.03,3
-0.04,1.02,-0.03,-11.17,4.03,13.92,18.43,-27.76,10.11,3
-0.07,1.02,-0.02,-6.77,-11.23,-7.26,17.70,-27.89,9.86,3
-0.04,1.01,-0.03,-0.31,0.37,6.59,18.65,-27.17,11.15,3
-0.04,1.07,-0.04,-9.22,-1.22,10.99,16.67,-27.98,11.78,3
-0.07,0.99,-0.09,-13.12,-0.98,16.48,16.25,-27.53,11.50,3
-0.10,0.95,-0.11,-7.39,4.27,-5.37,15.69,-28.02,11.24,3
-0.06,0.94,-0.12,-2.14,-0.98,-22.03,16.60,-27.22,11.46,3
0.01,0.99,-0.09,11.47,0.85,-14.10,18.38,-27.19,11.27,3
0.04,0.98,-0.07,8.73,-1.40,-12.88,19.19,-26.87,10.03,3
0.02,0.97,-0.05,7.93,9.03,-2.81,19.92,-26.33,9.45,3
0.04,0.95,-0.04,3.54,13.85,-1.34,20.41,-26.38,9.92,3
0.03,0.96,-0.05,3.23,27.53,-6.04,20.85,-26.11,11.58,3
0.02,0.96,-0.02,8.73,8.30,-8.24,20.52,-26.12,9.42,3
0.06,0.96,-0.02,6.84,-15.87,-12.94,20.86,-25.71,10.35,3
0.06,0.99,-0.01,7.39,-21.67,3.78,22.58,-25.26,8.33,3
0.08,1.05,-0.01,4.52,-39.31,-4.70,21.70,-25.33,7.35,3
0.10,0.98,0.07,13.12,-30.03,-10.68,23.18,-25.39,5.16,3
0.12,0.99,0.07,3.72,-14.04,-3.48,23.43,-25.07,3.91,3
0.07,0.93,0.06,5.37,-18.13,-1.16,23.65,-24.38,1.59,3
0.11,0.99,0.05,0.24,-16.66,-10.62,24.33,-24.46,2.53,3
0.17,0.98,0.08,2.01,-12.57,-1.77,24.62,-24.11,0.82,3
0.14,1.01,0.10,9.09,-28.32,2.14,24.79,-24.07,-1.16,3
0.09,0.97,0.12,1.89,-9.58,-3.42,25.76,-24.06,-2.47,3
0.10,1.00,0.12,-0.37,-9.83,-2.81,25.07,-23.69,-2.76,3
0.10,0.99,0.11,-1.53,2.75,2.75,25.16,-24.24,-2.60,3
0.09,0.97,0.09,-18.37,27.28,19.04,24.06,-24.51,-0.13,3
0.07,0.99,0.04,-18.01,30.15,16.91,23.03,-25.52,2.16,3
0.11,0.96,0.01,3.66,21.24,10.50,22.35,-25.66,3.64,3
-0.02,0.97,0.02,-3.36,24.96,10.13,22.17,-25.96,4.93,3
0.01,1.00,0.01,-6.10,25.45,9.95,20.89,-26.50,6.71,3
0.05,0.98,-0.00,5.25,12.76,-0.55,20.40,-26.49,6.87,3
0.03,0.98,0.04,9.22,9.89,-1.10,20.56,-26.60,5.77,3
-0.00,1.01,0.08,7.20,11.60,6.71,20.70,-26.92,5.13,3
-0.00,1.01,0.09,4.09,11.17,4.64,19.75,-27.33,5.37,3
-0.01,0.98,0.06,0.85,10.86,4.39,19.78,-27.44,5.14,3
-0.01,0.96,0.08,-3.60,3.54,-3.11,19.41,-27.54,6.62,3
0.02,1.00,0.10,2.99,5.25,-2.62,20.30,-27.34,4.88,3
0.03,0.96,0.06,-4.03,-9.40,2.08,19.56,-27.17,5.49,3
0.01,1.00,0.07,-1.71,-33.14,-15.93,21.15,-27.33,4.86,3
0.01,0.98,0.07,0.18,-41.75,-12.45,21.72,-26.65,3.53,3
0.02,0.97,0.09,3.17,-21.73,-2.87,22.07,-26.76,2.22,3
0.04,0.98,0.09,0.37,-15.32,-4.33,22.53,-25.99,1.87,3
0.03,0.99,0.07,0.98,-10.19,-7.93,22.96,-25.46,1.54,3
0.07,1.01,0.10,0.49,-11.05,-9.83,23.49,-25.48,0.48,3
0.09,1.00,0.12,2.56,-7.14,-8.42,23.68,-25.17,-0.73,3
0.08,0.99,0.11,2.32,-7.63,-4.64,24.22,-24.26,0.24,3
0.08,0.98,0.09,-0.24,-9.46,-11.78,25.20,-23.96,-0.72,3
0.15,0.98,0.10,4.27,-15.44,-17.21,25.63,-23.29,-0.98,3
0.12,0.98,0.12,-2.75,-58.04,-2.93,26.99,-23.00,-4.05,3
0.10,0.95,0.17,-16.48,-70.43,-5.68,25.93,-23.13,-5.87,3
0.16,0.99,0.06,-43.21,-49.87,-11.90,24.99,-23.01,-3.34,3
0.14,0.99,0.05,-0.73,-36.87,-5.68,24.19,-23.07,-6.12,3
0.07,0.98,0.04,11.23,-38.21,-4.21,23.68,-22.44,-7.40,3
0.17,0.97,0.10,28.99,-48.65,-8.30,23.02,-21.67,-10.47,3
0.07,0.95,0.19,16.91,-11.96,5.49,22.39,-20.78,-13.23,3
0.13,0.93,0.18,-14.04,-15.75,-0.85,21.98,-20.01,-15.97,3
0.11,0.94,0.17,-8.24,-3.72,1.04,21.62,-20.28,-15.83,3
0.07,0.97,0.17,-23.01,-5.80,11.96,19.97,-21.63,-14.89,3
0.08,0.98,0.10,-15.01,4.39,9.52,20.29,-22.17,-13.46,3
0.04,1.01,0.14,-16.36,44.62,-1.40,20.78,-22.35,-12.73,3
0.18,1.00,0.06,2.32,7.02,-17.64,22.51,-22.94,-10.35,3
0.11,0.99,0.16,9.09,-45.72,5.31,21.11,-22.24,-12.83,3
0.10,0.96,0.19,8.24,-39.79,-7.39,21.00,-21.68,-14.32,3
0.10,0.95,0.18,3.72,-34.24,-1.59,20.56,-21.29,-15.50,3
0.14,1.01,0.16,-8.42,-24.96,6.59,19.31,-21.51,-16.48,3
0.09,0.97,0.16,-8.67,-30.40,10.13,16.14,-21.68,-16.25,3
0.05,0.95,0.16,-0.67,-24.29,1.28,15.64,-22.23,-18.30,3
0.02,0.95,0.14,4.88,-28.38,8.06,13.84,-21.97,-17.29,3
0.09,1.04,0.10,-21.67,-12.45,-17.21,13.71,-22.69,-17.96,3
0.03,0.97,0.15,4.76,-13.61,-1.10,13.31,-22.08,-18.24,3
0.02,1.00,0.11,8.97,-26.49,-4.33,13.23,-22.11,-17.40,3
0.08,0.91,0.15,15.26,-13.18,-9.64,12.85,-21.94,-19.20,3
0.11,0.94,0.09,8.18,-3.36,-4.58,13.24,-20.81,-20.04,3
0.04,0.96,0.20,-5.43,-11.78,-5.98,12.54,-20.91,-20.45,3
0.12,1.00,0.23,-5.13,-4.88,-7.51,13.06,-20.57,-20.26,3
0.12,0.97,0.16,0.06,-12.51,0.37,13.18,-21.14,-20.80,3
0.12,0.98,0.17,-4.27,-19.47,9.03,12.62,-20.61,-21.59,3
0.07,0.99,0.07,-34.36,-29.79,-16.91,11.87,-21.69,-19.70,3
0.11,0.95,0.18,-6.41,-14.04,-1.40,11.62,-21.78,-20.32,3
0.12,0.99,0.15,-6.77,-54.57,0.55,11.05,-21.97,-20.00,3
0.18,0.98,0.32,-6.65,-23.80,-4.64,9.46,-21.09,-21.07,3
0.12,0.96,0.05,7.45,-36.87,-5.00,7.95,-22.19,-20.47,3
0.09,0.93,0.15,1.10,-3.60,-6.47,8.26,-21.83,-22.27,3
0.15,1.00,0.14,-17.09,-35.52,-7.81,8.11,-22.69,-20.26,3
0.14,0.97,0.11,0.18,-0.79,-21.79,8.04,-22.60,-19.81,3
0.16,0.95,0.08,3.66,2.99,0.24,8.29,-22.75,-19.46,3
0.17,1.02,0.10,-1.10,-5.68,4.76,7.52,-22.56,-19.69,3
0.15,0.99,0.16,8.97,4.82,4.27,6.99,-22.39,-21.01,3
0.15,0.96,0.17,-28.44,-30.33,-16.66,6.31,-22.17,-20.96,3
0.12,0.94,0.11,8.67,-24.84,-6.71,6.08,-22.81,-20.84,3
0.17,0.96,0.06,-3.48,-30.21,5.00,5.53,-22.91,-20.15,3
0.11,0.96,0.12,0.31,-16.05,6.59,4.06,-22.92,-20.52,3
0.13,0.99,0.13,-8.06,-18.43,5.07,2.53,-22.69,-19.84,3
0.11,1.07,0.11,-9.09,-27.59,17.64,1.60,-22.63,-19.62,3
0.11,1.05,0.11,20.57,9.83,3.42,-1.51,-22.81,-18.46,3
0.09,0.97,0.15,6.77,15.26,-3.11,-1.22,-21.91,-21.17,3
0.12,0.99,0.15,0.67,23.99,-13.98,2.10,-22.05,-20.36,3
0.13,0.98,0.19,-12.21,19.84,8.67,2.36,-22.28,-21.22,3
0.08,1.03,0.22,9.95,19.84,4.70,2.92,-21.80,-20.73,3
0.07,1.02,0.15,6.53,19.17,7.93,3.77,-22.11,-21.45,3
0.09,0.97,0.20,7.45,11.72,-2.20,4.42,-21.01,-22.63,3
0.11,0.97,0.20,2.93,6.41,-1.89,3.76,-21.17,-21.84,3
0.13,0.97,0.22,0.79,4.27,-0.92,4.64,-20.57,-22.71,3
0.13,0.98,0.19,-8.48,-3.42,-1.40,4.91,-20.83,-21.67,3
0.07,0.96,0.22,8.42,10.01,1.59,5.10,-20.90,-21.73,3
0.11,0.95,0.20,-1.46,1.04,-1.40,5.66,-20.89,-23.10,3
0.13,0.96,0.18,-0.24,7.02,-2.62,5.63,-21.00,-22.29,3
0.16,0.99,0.21,3.60,3.30,-0.18,7.48,-21.35,-22.36,3
0.15,0.96,0.18,0.49,-1.10,-0.98,7.40,-21.17,-23.08,3
0.15,0.96,0.20,1.22,-1.04,-0.43,7.12,-21.30,-22.64,3
0.14,0.98,0.17,-8.12,-5.49,-6.90,7.32,-21.02,-23.03,3
0.15,0.98,0.19,-1.22,-26.67,-8.12,7.07,-20.92,-23.49,3
0.16,0.99,0.22,2.32,-13.73,-4.58,6.27,-20.94,-22.74,3
0.15,0.93,0.20,-5.92,-17.70,5.25,5.54,-20.84,-23.29,3
0.13,0.96,0.19,-18.55,-17.27,4.82,4.74,-21.11,-22.91,3
0.13,0.99,0.16,-0.55,-45.72,9.77,2.99,-21.51,-21.73,3
0.11,0.98,0.23,12.57,-18.25,0.43,0.43,-20.91,-21.84,3
0.12,0.97,0.19,-8.36,-0.18,-4.94,1.09,-20.85,-22.58,3
0.10,0.94,0.17,-15.81,-9.77,0.98,0.92,-21.72,-21.29,3
0.10,0.97,0.11,-20.87,-9.28,4.46,0.17,-22.39,-19.35,3
0.08,0.98,0.13,-1.40,-13.43,-3.11,-1.23,-23.05,-18.66,3
0.12,0.98,0.11,-10.19,-33.63,-1.53,-1.54,-22.96,-19.43,3
0.06,0.98,0.10,-0.67,-50.60,1.28,-3.06,-22.62,-18.14,3
0.08,0.98,0.12,-3.42,-18.62,2.99,-4.93,-22.40,-18.25,3
0.05,0.98,0.12,-9.09,-12.82,-2.14,-5.73,-22.95,-18.63,3
0.06,0.98,0.11,-4.27,-17.46,-1.28,-6.34,-23.12,-16.76,3
0.03,0.99,0.10,-9.40,-20.57,-0.73,-6.81,-23.61,-16.59,3
0.07,0.97,0.08,-7.02,-21.91,-1.22,-7.76,-23.33,-14.47,3
0.10,0.97,0.06,-2.44,-25.27,-3.72,-8.36,-23.54,-13.02,3
0.05,0.97,0.08,6.04,-26.18,3.36,-9.18,-23.86,-13.42,3
0.05,1.00,0.10,-1.65,-15.56,-1.89,-10.27,-23.54,-13.94,3
0.06,0.98,0.05,-8.67,-24.35,6.10,-11.16,-23.75,-13.98,3
0.05,0.98,0.05,1.22,-25.39,1.28,-12.27,-23.83,-10.89,3
0.02,0.98,0.07,-6.77,-19.53,-6.23,-12.02,-23.55,-11.80,3
0.06,1.01,0.07,-11.84,-10.13,-16.91,-12.24,-24.04,-10.52,3
0.08,1.00,0.03,-10.25,-11.66,-14.34,-11.74,-24.88,-9.45,3
0.09,0.99,0.00,-3.72,-18.19,4.15,-11.30,-25.00,-8.58,3
0.06,0.99,0.02,5.19,13.43,5.00,-11.46,-25.24,-8.31,3
0.08,1.00,0.03,16.72,33.75,7.20,-11.71,-24.35,-7.75,3
0.04,0.99,0.08,16.60,5.86,8.97,-12.68,-23.68,-10.73,3
0.07,0.97,0.07,-8.00,-5.25,7.69,-12.98,-23.34,-12.13,3
0.02,0.97,0.07,-2.69,-23.86,3.78,-13.09,-24.13,-10.36,3
-0.00,0.98,0.06,-9.09,-24.35,-6.04,-13.68,-23.85,-9.22,3
0.01,1.03,0.06,-4.39,-31.19,-15.14,-13.56,-23.94,-7.18,3
0.06,0.97,0.02,-5.68,-31.92,-1.83,-14.37,-24.30,-7.21,3
0.07,0.98,-0.02,-13.55,-29.66,0.00,-14.07,-24.60,-4.96,3
0.01,1.00,0.02,5.07,-23.13,7.39,-15.19,-24.57,-3.50,3
0.06,0.99,0.00,7.32,-21.00,-0.24,-15.56,-25.02,-3.98,3
0.06,0.98,0.03,1.83,-7.81,1.16,-15.92,-24.48,-2.93,3
0.01,0.97,0.04,3.05,-2.32,1.53,-15.45,-24.28,-4.80,3
-0.01,0.99,0.06,4.39,33.81,-6.96,-14.97,-24.10,-4.60,3
0.02,0.99,0.06,16.48,48.03,-1.22,-14.01,-24.04,-7.10,3
0.05,0.99,0.08,2.14,45.53,3.17,-13.07,-24.67,-7.80,3
0.08,1.00,0.05,-4.94,35.10,0.85,-12.52,-24.79,-10.31,3
0.09,1.00,0.03,14.16,22.71,3.11,-11.89,-24.57,-10.01,3
0.03,0.98,0.09,11.23,17.33,6.47,-11.78,-23.50,-11.71,3
0.00,0.96,0.11,0.18,22.95,2.14,-12.06,-23.36,-12.73,3
0.05,1.00,0.06,-3.17,42.30,-4.58,-10.93,-23.54,-12.23,3
0.09,1.00,0.05,-2.50,18.01,3.42,-9.79,-22.83,-13.56,3
0.03,0.97,0.06,6.04,31.43,-3.54,-9.99,-22.75,-14.36,3
0.08,0.97,0.10,1.65,32.78,-0.92,-8.72,-23.02,-13.99,3
0.13,1.02,0.03,1.28,6.96,8.06,-6.56,-23.16,-14.72,3
0.09,0.97,0.18,28.14,-4.58,23.68,-7.53,-22.94,-15.14,3
0.15,0.99,0.16,-6.29,47.67,-21.42,-5.97,-22.07,-17.16,3
0.08,0.98,0.05,-6.10,24.29,10.68,-5.19,-22.07,-17.21,3
0.04,1.00,0.15,4.27,44.13,13.55,-5.54,-22.63,-18.42,3
-0.01,0.97,0.17,7.39,58.65,7.51,-3.78,-20.89,-20.50,3
0.01,0.99,0.14,8.30,43.46,-7.14,-1.50,-20.13,-22.20,3
0.05,0.98,0.31,1.89,27.22,2.44,-0.57,-19.93,-22.18,3
0.08,1.01,0.22,-0.61,19.90,-1.65,0.35,-20.86,-22.09,3
-0.01,0.96,0.15,0.37,1.71,9.58,0.78,-20.03,-21.61,3
0.01,0.95,0.17,-1.65,6.29,-0.85,1.20,-20.29,-22.39,3
0.06,0.98,0.18,-9.40,1.28,-1.04,1.61,-20.69,-23.74,3
0.08,1.00,0.19,-2.38,-1.59,5.62,1.21,-21.26,-21.14,3
0.05,0.98,0.18,0.37,10.56,-0.55,0.78,-20.73,-20.36,3
0.00,0.97,0.15,1.77,1.59,4.27,0.89,-20.51,-19.75,3
-0.01,0.97,0.15,-3.11,5.55,2.81,1.33,-21.18,-21.83,3
0.04,0.95,0.11,7.26,20.39,-7.75,2.91,-21.22,-20.52,3
0.04,0.97,0.17,0.73,88.26,23.93,4.90,-20.87,-21.13,3
0.06,0.96,0.19,4.21,55.30,5.31,7.09,-21.39,-22.05,3
0.03,0.95,0.19,7.20,46.02,5.43,9.01,-20.72,-21.09,3
0.01,0.95,0.18,12.02,51.57,19.71,10.39,-20.80,-19.68,3
0.06,0.93,0.25,20.87,35.58,6.10,11.18,-20.26,-20.79,3
0.03,0.96,0.28,8.24,16.11,6.29,11.76,-20.67,-20.26,3
0.06,0.96,0.26,-12.39,26.67,7.51,12.51,-20.03,-21.35,3
-0.00,0.97,0.22,20.94,52.00,21.67,13.12,-20.58,-20.10,3
-0.06,0.99,0.32,17.88,45.96,14.28,14.49,-20.21,-21.98,3
0.08,0.97,0.28,-5.55,24.60,0.12,16.28,-19.93,-20.98,3
0.06,0.95,0.27,-7.75,27.65,14.77,16.36,-20.73,-18.84,3
0.04,0.97,0.25,-10.25,17.46,16.36,16.67,-21.36,-17.11,3
0.02,0.96,0.20,-16.05,23.50,8.24,17.83,-21.73,-15.25,3
0.06,1.00,0.21,-10.62,10.86,4.58,17.55,-22.69,-14.14,3
0.03,0.98,0.16,-4.82,2.26,-1.16,18.01,-23.03,-13.70,3
0.02,1.00,0.14,-3.23,3.23,-9.16,18.27,-22.77,-13.11,3
0.01,0.94,0.21,3.78,17.76,-4.21,18.25,-23.40,-13.18,3
0.04,0.93,0.20,-4.39,10.19,-13.98,18.76,-22.97,-13.02,3
0.10,1.01,0.27,-6.41,-18.13,3.42,20.52,-22.71,-11.52,3
0.03,1.00,-0.07,-35.40,-6.90,-21.73,19.47,-22.99,-10.08,3
0.06,0.97,0.15,-6.59,2.87,1.59,20.56,-23.11,-10.40,3
0.05,1.00,0.11,-19.84,8.61,2.20,20.36,-23.08,-10.78,3
-0.19,0.70,-0.06,-12.27,24.48,-3.72,19.86,-24.12,-8.68,3
0.20,1.11,0.07,-2.14,-14.89,8.18,22.17,-24.13,-6.45,3
0.06,0.97,-0.07,13.31,42.30,-1.40,21.80,-23.91,-5.30,3
0.08,1.00,0.14,18.01,26.06,7.57,21.46,-23.75,-6.96,3
0.06,1.00,0.06,30.94,40.77,7.39,21.13,-24.54,-5.03,3
