Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
0.03,0.01,-1.00,13.67,5.49,-12.39,-21.35,20.37,44.38,2
-0.01,0.04,-1.04,10.74,8.00,-22.46,-22.41,18.88,45.06,2
-0.00,0.04,-1.00,11.17,6.35,-12.57,-22.58,16.64,44.98,2
-0.03,0.07,-0.98,15.50,11.11,-10.44,-23.11,15.82,45.76,2
-0.03,0.09,-1.01,2.20,0.31,-6.65,-23.68,14.54,43.62,2
-0.03,0.08,-1.01,-14.95,-7.81,-12.33,-23.27,14.58,43.98,2
0.01,0.03,-0.99,-23.80,-14.59,-16.72,-22.66,15.63,44.41,2
0.02,-0.00,-1.01,-12.33,-8.67,-10.13,-22.25,16.41,45.14,2
0.02,-0.01,-1.02,1.40,0.18,-12.88,-20.72,15.75,46.02,2
0.01,-0.01,-1.01,8.85,1.04,13.61,-21.20,15.63,45.10,2
0.02,0.03,-1.01,-7.69,-4.46,35.46,-20.96,16.39,45.48,2
0.02,0.01,-1.03,-2.14,-2.87,12.88,-20.95,17.08,44.17,2
0.04,-0.00,-1.00,8.79,0.06,12.88,-20.97,17.36,44.71,2
0.04,0.03,-0.96,1.59,0.12,16.24,-20.56,17.50,45.14,2
0.02,0.04,-1.02,-6.23,2.69,16.11,-21.58,20.13,45.46,2
0.02,0.02,-1.03,-2.50,2.08,10.07,-22.08,20.29,45.39,2
0.00,0.05,-1.00,13.98,4.21,-5.13,-22.13,20.34,44.96,2
0.00,0.03,-1.01,10.74,6.10,-46.75,-22.96,17.97,44.82,2
0.00,0.03,-1.01,-5.98,-6.47,-27.95,-22.72,15.88,44.38,2
0.00,0.05,-0.99,4.33,-3.85,-8.36,-21.92,15.99,44.92,2
0.01,0.05,-1.02,-3.11,-3.78,-3.85,-21.44,15.15,45.32,2
0.02,0.07,-1.02,26.79,6.47,0.49,-21.72,14.81,45.01,2
0.00,0.13,-1.00,32.47,17.94,1.53,-22.81,11.77,43.92,2
-0.04,0.12,-1.01,-16.30,-3.05,13.43,-23.84,11.19,43.09,2
0.01,0.05,-0.99,-46.20,-18.80,48.71,-22.73,14.61,44.01,2
0.00,0.01,-1.02,-13.18,-2.62,9.03,-21.74,19.63,45.61,2
-0.00,0.02,-1.01,4.27,5.92,14.04,-21.67,19.95,45.28,2
0.00,0.01,-1.00,3.48,0.55,7.87,-22.03,19.82,45.79,2
0.01,0.01,-1.00,-2.20,-1.34,2.87,-22.41,20.01,45.31,2
-0.00,-0.00,-1.02,-9.52,-4.58,17.33,-22.16,20.98,45.68,2
-0.00,0.04,-1.02,11.17,4.82,26.00,-22.16,21.68,44.96,2
-0.00,0.03,-0.99,5.37,0.92,5.80,-21.97,21.48,45.12,2
-0.01,0.01,-1.02,-21.61,-5.13,15.38,-21.24,22.61,45.10,2
0.00,0.04,-1.01,4.27,6.35,-4.88,-21.48,23.45,45.01,2
0.01,-0.09,-1.03,-4.27,-8.06,7.87,-21.90,22.55,44.74,2
-0.02,0.05,-1.04,1.53,-1.16,-21.30,-21.23,22.28,43.58,2
0.00,0.03,-1.01,-4.15,-1.83,-36.56,-21.81,21.40,45.80,2
-0.01,0.05,-0.99,6.96,8.79,-21.18,-21.90,20.47,45.45,2
-0.01,0.03,-1.00,2.75,8.18,-14.89,-22.41,18.41,44.59,2
-0.02,0.03,-1.00,-3.85,1.83,-11.29,-23.13,17.92,45.69,2
-0.02,-0.00,-1.04,-6.90,-2.01,26.25,-23.62,18.29,44.73,2
0.00,0.05,-0.99,-6.10,-12.02,39.55,-21.83,20.53,43.10,2
0.00,0.02,-1.03,-7.20,-1.34,19.17,-21.55,21.06,46.08,2
0.02,-0.07,-0.97,18.74,15.38,22.71,-21.37,22.12,45.31,2
0.00,0.11,-0.99,37.35,8.54,44.25,-21.97,20.59,44.75,2
-0.03,0.20,-0.99,-5.86,-4.03,27.10,-22.11,20.67,44.12,2
-0.02,0.05,-1.02,-20.75,-9.95,21.24,-22.24,22.12,44.76,2
-0.02,0.12,-0.98,-0.06,-7.93,26.73,-21.14,24.32,44.43,2
-0.02,0.04,-0.99,-11.78,-14.59,7.87,-20.46,25.92,44.35,2
0.02,0.07,-0.86,1.22,2.81,14.77,-19.64,26.61,44.60,2
-0.03,0.07,-0.97,35.58,7.26,9.34,-21.23,24.67,46.07,2
-0.05,0.17,-0.95,-10.01,-3.97,-7.26,-21.19,24.52,44.48,2
-0.04,0.17,-1.03,19.41,19.59,49.13,-21.33,24.44,44.65,2
-0.05,0.12,-1.01,-5.37,-3.85,22.52,-21.09,26.34,44.93,2
-0.04,0.11,-1.02,3.54,-8.24,10.93,-20.58,27.01,44.03,2
-0.03,0.09,-1.01,-15.99,-8.91,12.82,-20.18,28.37,44.09,2
0.01,0.12,-0.99,7.93,-8.73,12.51,-19.15,28.85,45.51,2
0.00,0.10,-0.99,1.10,-0.31,10.68,-18.15,29.02,45.03,2
-0.02,0.07,-1.01,-8.00,-9.22,13.85,-17.58,28.96,45.76,2
0.02,0.08,-0.95,-5.68,-15.87,15.14,-16.86,30.43,45.23,2
0.04,0.04,-0.96,-5.80,-9.09,16.54,-14.01,31.15,45.78,2
0.03,-0.02,-1.07,7.75,-10.68,21.24,-12.46,31.85,46.66,2
0.04,-0.00,-0.98,-6.16,-3.78,16.97,-10.96,32.39,45.70,2
0.10,0.04,-1.00,3.11,-5.55,11.78,-10.24,33.03,45.37,2
0.09,0.07,-1.03,-0.49,-6.59,12.82,-9.45,33.36,45.41,2
0.09,0.05,-1.02,-8.61,16.60,6.23,-9.63,33.24,46.09,2
0.04,0.00,-0.99,-6.04,12.45,10.99,-10.05,35.01,45.76,2
0.07,0.01,-0.96,-10.19,8.85,14.59,-10.82,35.80,43.80,2
0.01,-0.07,-0.99,-5.19,1.40,14.83,-10.16,37.48,44.15,2
0.02,-0.00,-1.05,-3.91,-2.81,24.05,-10.44,37.19,44.20,2
0.05,-0.02,-0.99,-8.30,-1.65,24.60,-9.92,37.89,44.60,2
0.05,-0.06,-1.02,16.42,4.82,12.94,-8.57,38.62,43.41,2
-0.00,-0.02,-1.01,6.47,0.43,0.61,-8.14,38.22,44.30,2
0.03,-0.01,-1.00,10.31,6.41,-7.75,-8.89,37.17,44.60,2
0.05,0.04,-1.00,13.85,-0.31,3.36,-9.40,36.38,45.31,2
0.00,0.09,-1.04,13.92,6.53,1.04,-9.20,35.18,44.67,2
0.01,0.07,-1.01,11.66,-1.16,0.43,-8.89,33.67,45.28,2
0.00,0.11,-0.98,-0.55,-2.26,6.84,-9.34,33.54,46.98,2
-0.01,0.10,-1.04,-1.83,0.43,5.37,-8.96,33.56,47.23,2
0.01,0.07,-1.00,-5.31,-0.24,3.30,-8.94,34.07,45.84,2
0.00,0.10,-1.00,-1.89,-2.38,5.31,-8.29,34.17,46.37,2
0.02,0.14,-0.99,-4.09,-7.20,2.50,-8.34,34.24,45.20,2
0.02,0.10,-1.02,-5.49,-11.23,9.77,-7.86,34.80,45.30,2
0.04,0.03,-0.99,-8.36,-6.35,10.19,-6.48,35.27,45.43,2
0.04,0.01,-1.01,-6.35,11.54,15.87,-6.08,36.65,44.71,2
0.02,0.01,-0.99,1.95,0.24,5.19,-5.98,36.95,45.90,2
0.02,0.04,-1.00,4.27,0.12,2.26,-5.47,36.58,44.87,2
0.03,0.07,-1.00,14.28,7.63,-0.98,-6.47,36.22,45.24,2
-0.02,0.04,-0.97,-1.77,11.05,3.30,-6.86,35.52,46.98,2
-0.04,0.03,-0.98,-2.75,-0.24,4.64,-7.07,34.72,46.70,2
-0.01,0.08,-1.02,-8.79,1.65,0.92,-7.63,36.18,45.03,2
-0.01,0.06,-1.00,-3.23,1.89,1.04,-7.58,36.95,44.60,2
-0.00,0.02,-1.04,-16.48,10.13,15.99,-7.01,38.31,44.97,2
-0.03,0.05,-0.99,-0.24,-3.66,22.89,-6.81,38.00,44.34,2
-0.02,0.04,-0.99,1.46,1.16,9.03,-6.73,38.11,44.40,2
-0.05,-0.03,-1.00,5.00,-0.06,1.16,-6.09,38.04,43.93,2
-0.04,-0.02,-1.05,0.18,-1.53,2.14,-5.16,38.46,44.14,2
-0.01,0.04,-1.01,2.93,-2.20,1.89,-6.15,39.16,44.53,2
-0.02,0.04,-0.97,-5.43,-1.46,5.49,-5.86,38.56,44.98,2
-0.00,-0.04,-1.00,1.59,-6.41,12.82,-4.69,38.68,44.54,2
-0.00,0.01,-0.98,7.08,-8.97,8.61,-3.81,37.93,43.99,2
-0.03,0.03,-0.99,-5.37,6.71,-2.50,-3.27,38.05,45.07,2
-0.06,0.03,-0.99,-0.37,8.79,-10.44,-4.04,38.84,44.51,2
0.00,-0.03,-0.95,8.54,5.55,-1.22,-5.09,39.37,44.81,2
-0.05,-0.00,-0.98,2.56,-10.13,37.48,-4.28,39.32,45.84,2
-0.02,0.02,-1.06,9.64,-12.76,17.94,-2.23,39.44,43.48,2
0.01,0.02,-1.04,-0.18,0.24,6.77,-1.48,39.10,46.29,2
-0.01,0.03,-1.02,7.08,14.71,2.14,-0.78,38.50,45.13,2
0.03,-0.01,-1.00,-18.19,-18.25,12.82,-0.71,39.15,46.22,2
0.08,-0.04,-1.01,-12.82,-27.16,36.93,2.12,41.24,45.03,2
-0.02,-0.04,-0.95,32.10,-3.17,-6.90,4.10,40.12,44.59,2
0.03,0.05,-1.01,-9.40,3.91,3.72,3.39,38.68,44.73,2
0.08,0.00,-1.00,-0.37,2.32,10.80,3.54,38.50,44.92,2
0.03,0.04,-1.06,10.86,4.82,-0.73,3.41,39.01,44.38,2
0.02,0.06,-1.03,24.35,13.98,0.18,2.27,37.11,46.83,2
0.00,0.07,-1.02,-6.35,7.08,7.63,1.23,36.72,47.12,2
-0.00,0.04,-1.04,-16.24,-1.53,-1.95,0.68,36.68,45.12,2
0.04,-0.02,-0.97,-8.73,-3.66,-1.65,0.32,38.78,46.24,2
0.03,0.05,-1.00,-2.99,-3.42,-2.20,1.45,38.93,46.25,2
0.06,0.14,-1.05,-14.77,6.35,13.18,1.53,39.82,45.30,2
0.02,0.00,-0.97,9.89,-7.20,12.82,1.09,39.98,45.18,2
-0.00,-0.11,-1.03,13.79,-7.32,7.14,2.23,37.24,46.53,2
0.03,0.07,-0.99,27.95,0.06,6.16,3.19,35.66,46.18,2
0.03,0.18,-1.02,-1.46,2.44,11.72,3.82,34.19,47.84,2
0.06,0.19,-1.05,-5.62,0.79,10.13,3.86,34.89,47.00,2
0.03,0.05,-0.99,-10.31,13.73,1.46,4.15,34.51,46.88,2
0.01,0.10,-0.98,6.96,9.64,5.68,3.10,35.33,46.19,2
0.02,0.13,-1.01,-5.49,4.27,8.91,3.12,34.78,47.45,2
-0.01,0.06,-1.02,-5.62,6.96,7.69,4.08,34.84,46.09,2
0.02,0.08,-0.98,-0.43,-2.08,7.93,3.31,34.52,46.64,2
0.01,0.08,-0.99,2.87,7.87,9.52,4.31,34.94,46.22,2
-0.01,0.10,-1.02,2.75,-4.94,11.05,4.90,33.83,46.62,2
-0.04,0.08,-1.00,0.06,-9.58,11.78,5.35,33.68,46.63,2
-0.02,0.10,-1.01,-11.90,-8.06,9.89,6.13,34.56,46.04,2
0.01,0.02,-0.99,-8.97,-3.11,16.48,7.15,35.56,46.56,2
-0.02,0.02,-1.00,-20.32,13.43,27.95,7.56,37.66,45.17,2
0.00,-0.04,-1.02,1.04,17.58,15.44,6.57,37.90,45.68,2
-0.05,0.00,-0.98,7.93,1.16,-4.09,6.62,37.34,45.58,2
-0.06,0.01,-0.98,8.36,0.67,-2.93,6.37,36.41,45.20,2
-0.04,0.04,-0.97,7.87,7.39,-6.71,5.11,35.62,46.52,2
0.01,0.04,-1.02,2.81,4.82,-37.60,4.85,35.80,46.58,2
-0.05,0.06,-1.00,3.42,-2.01,-28.02,3.91,36.78,46.36,2
-0.03,0.06,-1.00,-0.24,-2.44,-20.51,3.00,36.62,45.54,2
-0.07,0.05,-1.00,0.18,-0.92,-14.34,2.62,36.74,45.83,2
-0.05,0.04,-0.99,1.89,4.39,-19.23,2.29,36.16,45.96,2
-0.05,0.04,-1.00,-6.04,-1.89,-17.88,1.03,36.85,45.10,2
-0.04,0.05,-1.02,-4.64,-5.62,-24.90,1.04,37.12,45.10,2
-0.00,0.05,-1.00,1.34,-0.98,-19.35,0.73,37.39,45.35,2
0.00,0.05,-0.97,-3.48,2.69,0.00,-0.06,37.92,44.80,2
-0.01,0.05,-0.99,-1.53,5.49,6.77,-0.48,37.71,45.03,2
-0.03,0.03,-1.02,-4.03,-6.04,14.40,-0.32,38.38,46.75,2
-0.01,0.05,-1.00,6.29,-22.03,19.17,1.09,38.53,46.11,2
0.04,0.05,-0.99,-2.20,3.60,2.62,3.14,37.46,45.52,2
0.02,0.05,-1.01,0.06,-0.73,3.42,2.84,38.26,45.79,2
0.01,0.04,-1.00,0.61,-1.53,1.10,3.69,37.65,45.83,2
0.01,0.05,-1.01,-0.79,-0.24,4.27,3.20,37.60,46.24,2
0.03,0.02,-0.96,0.79,-6.84,10.74,4.16,36.66,46.26,2
0.01,0.01,-1.01,-7.39,-5.13,30.52,4.98,37.73,45.15,2
0.01,0.02,-1.00,-14.34,8.24,33.51,5.49,38.44,44.52,2
0.01,0.02,-1.04,-2.69,-7.14,9.95,5.98,38.65,43.77,2
0.01,0.00,-1.01,6.23,-11.78,4.09,7.32,38.32,44.40,2
0.05,0.01,-0.97,7.57,-18.92,6.47,8.54,37.94,44.92,2
0.06,0.01,-1.05,-6.10,13.98,5.07,8.68,38.46,44.65,2
0.07,0.04,-1.02,1.77,3.42,1.04,8.46,38.38,43.73,2
0.03,0.02,-1.08,-17.94,14.77,9.70,8.29,39.04,44.17,2
-0.04,-0.04,-0.99,-9.16,8.06,4.39,7.74,39.17,44.40,2
0.05,-0.07,-0.98,-0.92,18.37,-19.10,5.64,40.26,43.10,2
-0.02,-0.02,-1.04,-5.37,-7.26,0.61,6.08,40.25,42.74,2
-0.17,-0.07,-0.90,0.73,-6.59,9.64,6.24,40.23,41.94,2
-0.00,-0.06,-1.08,-1.22,-4.15,10.50,6.53,40.83,43.58,2
-0.02,-0.04,-1.00,-2.75,-0.79,8.85,7.29,40.71,43.60,2
0.01,-0.06,-1.00,6.04,3.72,0.49,7.23,41.33,42.59,2
-0.04,-0.08,-0.99,3.54,3.97,9.77,6.86,40.10,43.23,2
-0.06,-0.05,-1.03,5.86,-4.76,20.81,7.39,40.31,44.56,2
-0.05,-0.04,-1.02,6.04,-8.67,22.64,8.30,39.56,42.71,2
0.00,-0.03,-1.02,7.93,-5.74,6.71,9.74,38.54,43.23,2
0.01,-0.02,-1.00,-0.31,-1.71,0.43,10.25,36.44,44.20,2
0.00,-0.01,-1.01,0.43,1.95,-5.68,10.12,37.06,44.90,2
0.02,-0.00,-1.00,4.27,-4.52,-15.69,9.89,38.06,44.43,2
-0.06,0.15,-1.00,-2.08,22.16,-47.79,9.39,37.26,44.76,2
-0.04,-0.04,-1.05,-10.50,27.16,-51.39,6.21,38.12,45.03,2
-0.06,-0.01,-1.03,-3.66,5.49,-22.95,3.49,39.40,46.84,2
-0.04,0.02,-1.01,13.18,-1.59,9.46,2.75,39.04,45.69,2
-0.04,0.02,-1.02,1.77,0.92,22.22,4.09,38.06,45.40,2
-0.04,0.05,-1.03,2.99,-9.34,21.48,5.41,37.39,45.91,2
-0.04,0.05,-1.00,1.95,-7.75,22.71,6.90,36.79,46.68,2
0.00,0.04,-1.00,-1.95,-8.48,19.53,7.56,36.91,46.30,2
-0.03,0.07,-1.02,-4.76,-5.49,23.07,9.06,36.29,46.01,2
-0.02,0.04,-1.02,-0.73,-0.79,16.72,10.50,36.54,45.20,2
-0.01,0.03,-1.00,3.54,10.56,10.19,10.85,35.86,43.66,2
-0.04,0.03,-1.02,6.10,21.79,11.78,10.46,35.16,45.04,2
-0.05,0.03,-0.97,2.38,8.36,13.73,9.12,34.00,45.68,2
-0.06,0.04,-1.00,-3.17,-9.40,15.81,9.81,34.28,45.89,2
-0.06,0.05,-1.02,-2.20,-7.32,15.14,10.83,34.08,45.85,2
-0.04,0.03,-1.00,1.71,0.98,18.37,11.43,33.87,45.63,2
-0.04,0.04,-1.01,3.48,-0.06,22.03,11.95,33.39,46.95,2
-0.05,0.04,-1.02,2.26,4.03,11.41,12.63,32.29,46.62,2
-0.06,0.03,-1.01,1.77,5.07,14.47,12.67,31.90,44.58,2
-0.06,0.04,-1.00,6.23,2.99,12.94,12.73,31.62,45.26,2
-0.08,0.05,-1.00,9.40,2.38,15.69,13.26,30.30,46.83,2
-0.08,0.07,-1.03,9.22,-1.89,11.11,13.95,29.00,47.01,2
-0.07,0.06,-0.98,-6.47,-7.51,19.59,13.93,28.22,46.75,2
-0.04,0.04,-1.00,-17.58,-5.62,22.52,14.51,28.60,47.50,2
-0.06,0.02,-0.98,-1.46,-9.16,15.01,15.94,29.63,45.48,2
-0.10,0.04,-1.06,1.46,-4.21,14.77,16.99,28.47,44.95,2
-0.06,0.05,-0.99,5.13,-17.76,-21.06,17.29,28.54,45.74,2
0.01,0.03,-1.05,-9.58,6.41,-31.92,17.21,29.03,44.95,2
-0.05,0.02,-0.98,-2.99,18.07,-42.91,14.78,30.85,45.72,2
-0.11,0.02,-0.98,-2.32,22.58,-35.64,11.04,32.31,46.78,2
-0.14,0.04,-1.00,6.41,4.46,-17.15,8.39,33.47,46.78,2
-0.11,0.03,-1.03,3.36,-7.08,-15.87,8.42,33.45,45.80,2
-0.11,0.03,-1.01,-4.64,5.25,-32.23,8.36,34.23,45.95,2
-0.13,0.04,-1.01,-6.65,6.29,-23.62,6.68,34.41,45.20,2
-0.12,0.03,-0.99,-8.61,10.50,-22.89,6.19,34.74,45.70,2
-0.12,0.02,-0.99,-1.83,0.12,-16.85,4.36,35.72,45.34,2
-0.15,0.03,-1.01,5.43,-9.03,-4.46,4.55,36.38,45.02,2
-0.13,0.05,-1.02,0.12,-2.99,-11.96,5.19,35.67,46.15,2
-0.10,0.03,-1.00,-1.65,5.86,-36.32,4.72,35.53,45.40,2
-0.13,0.05,-0.98,-2.75,-1.04,-29.97,2.80,36.25,46.58,2
-0.11,0.05,-1.05,7.57,0.31,-16.85,1.62,36.43,45.02,2
-0.12,0.05,-0.98,-3.23,-3.30,-8.06,1.00,36.47,45.24,2
-0.12,0.03,-1.01,-5.86,-5.62,-15.99,1.29,36.85,44.41,2
-0.12,0.05,-0.98,4.94,-10.99,-20.94,1.18,37.74,44.76,2
-0.07,0.03,-1.00,15.14,1.10,-22.58,0.88,37.89,44.34,2
-0.09,0.06,-1.00,-12.15,-18.55,-11.96,0.20,38.04,45.30,2
-0.04,0.05,-1.00,-9.58,-10.50,-1.40,1.10,38.31,45.45,2
-0.05,0.04,-1.02,12.88,-7.75,-8.48,1.98,38.44,44.81,2
-0.06,0.07,-0.98,2.38,3.48,-20.32,1.37,37.46,44.79,2
-0.08,0.09,-1.05,2.08,5.62,-11.54,0.94,37.37,45.30,2
-0.11,0.05,-1.00,2.87,-26.67,-19.35,0.73,37.05,45.10,2
0.02,0.04,-0.95,4.09,3.91,-26.98,0.88,35.99,45.15,2
-0.07,0.07,-1.02,-11.66,-6.84,-47.91,-0.35,36.02,45.34,2
0.02,0.06,-0.93,-29.79,19.47,-30.33,-3.16,38.23,44.97,2
-0.02,0.02,-0.99,-3.11,10.74,-12.33,-5.25,38.53,45.26,2
-0.04,-0.01,-0.99,-0.55,-8.00,-23.44,-5.49,38.06,45.76,2
-0.04,0.02,-1.01,4.46,-0.18,-16.17,-5.16,39.29,44.58,2
-0.02,-0.02,-1.00,1.16,1.46,-36.13,-6.64,38.33,45.34,2
-0.03,0.02,-1.02,10.93,-30.88,-8.12,-7.15,38.53,43.32,2
0.00,0.01,-0.94,-7.08,-29.97,-12.88,-5.86,38.50,44.86,2
0.00,0.04,-1.14,6.16,7.45,-13.55,-5.65,39.21,43.52,2
-0.02,-0.06,-1.01,27.04,9.52,-36.13,-7.82,37.06,43.92,2
-0.02,0.06,-0.99,-3.91,19.04,-21.79,-8.79,36.25,45.61,2
0.01,0.13,-1.09,25.88,-18.55,-31.07,-10.45,35.16,44.08,2
0.03,0.14,-1.06,-3.48,-43.58,-46.45,-9.40,33.11,45.37,2
0.12,0.03,-1.00,3.30,-6.77,-46.39,-9.45,33.13,46.96,2
0.12,0.09,-1.03,-7.75,2.44,-22.52,-11.29,32.36,46.46,2
0.09,0.00,-0.94,2.56,6.96,-3.23,-11.99,32.84,45.72,2
0.06,0.05,-1.00,1.34,9.64,-17.58,-13.83,31.91,44.07,2
0.04,0.04,-1.02,6.10,2.56,-19.59,-14.86,31.19,45.64,2
0.09,0.14,-0.98,0.43,4.76,-31.37,-17.36,29.20,45.04,2
0.04,0.12,-0.95,3.54,-8.73,-4.94,-18.25,28.06,45.19,2
0.08,0.13,-0.94,-10.56,-2.93,-0.73,-18.64,26.64,45.01,2
0.03,0.08,-1.00,-6.35,6.16,-0.18,-19.04,27.39,44.57,2
0.03,0.09,-0.96,-16.78,8.36,-6.29,-20.52,27.48,45.42,2
0.03,0.06,-1.02,0.73,6.35,-9.89,-21.45,28.22,44.35,2
0.02,-0.01,-1.02,1.53,0.73,-6.10,-21.58,27.00,44.06,2
-0.00,0.04,-1.00,-0.98,-1.10,-13.85,-21.77,27.75,43.60,2
0.01,0.04,-0.98,-3.42,10.62,-5.80,-21.95,27.04,43.24,2
0.01,0.04,-1.02,-2.14,2.20,-10.07,-22.03,27.64,43.12,2
-0.00,0.01,-1.01,2.32,11.96,-19.65,-22.68,27.32,42.71,2
-0.03,0.04,-1.02,-3.72,10.19,-27.59,-23.03,26.42,42.00,2
-0.04,0.02,-0.97,-2.20,1.28,-17.40,-23.80,25.90,42.48,2
-0.03,0.02,-0.99,-14.89,-11.72,-20.81,-23.49,25.05,43.15,2
0.00,-0.03,-1.00,3.72,-11.60,-12.45,-23.02,25.77,42.92,2
0.00,-0.02,-0.99,10.80,-6.29,-14.53,-22.51,25.05,43.13,2
0.02,0.04,-1.02,10.56,3.72,-4.76,-22.39,24.34,42.96,2
0.02,0.04,-1.01,-3.36,-10.93,-1.34,-22.29,23.56,42.55,2
0.06,0.03,-0.99,-7.26,-24.05,-2.81,-21.07,24.44,45.75,2
0.04,0.03,-0.99,-6.10,-12.39,-9.58,-19.34,24.17,45.32,2
0.09,0.02,-1.04,2.14,-1.40,-9.03,-19.20,24.05,45.18,2
0.10,0.00,-0.99,4.39,-0.79,-8.24,-19.49,24.45,44.40,2
0.11,0.03,-1.01,10.80,4.09,-6.53,-19.34,23.94,44.64,2
0.06,0.07,-0.99,-0.18,-1.59,-1.77,-19.40,23.35,45.65,2
0.10,0.01,-1.01,-3.97,-12.08,2.75,-18.35,24.22,44.97,2
0.13,0.01,-0.99,-3.97,1.28,10.68,-18.58,24.76,45.46,2
0.12,-0.00,-1.01,-0.43,-3.78,7.51,-17.48,25.88,47.00,2
0.13,0.02,-0.99,-1.10,2.81,7.08,-17.42,26.46,46.11,2
0.11,0.02,-1.00,4.15,5.25,0.55,-17.54,26.82,46.70,2
0.08,0.02,-1.02,5.86,2.14,1.22,-18.40,25.92,46.06,2
0.08,0.05,-1.00,4.21,6.47,-0.98,-19.07,25.72,46.63,2
0.08,0.05,-0.99,0.43,-3.30,-3.91,-19.25,25.27,45.17,2
0.08,0.05,-0.99,0.00,-0.12,-6.10,-19.15,25.31,45.41,2
0.08,0.05,-1.01,1.16,6.16,-4.03,-19.45,24.80,44.70,2
0.06,0.05,-1.01,-4.09,5.25,-1.95,-20.21,24.71,45.34,2
0.06,0.04,-1.01,1.59,3.48,0.00,-20.32,24.56,45.62,2
0.05,0.05,-1.00,-1.89,-0.18,-2.26,-20.12,24.89,45.51,2
0.04,0.04,-1.00,-1.10,2.20,-2.32,-20.90,24.78,45.25,2
0.06,0.03,-1.00,-1.04,1.65,-5.68,-20.63,24.56,45.15,2
0.03,0.07,-1.01,1.34,3.66,-10.44,-20.68,24.40,45.23,2
0.02,0.05,-1.00,5.37,1.04,-12.08,-20.98,23.56,46.52,2
0.03,0.04,-0.98,5.13,5.37,-15.99,-22.05,22.30,44.42,2
0.02,0.05,-1.00,-1.89,-3.36,-9.95,-22.84,21.68,44.76,2
0.02,0.04,-0.99,-3.72,4.70,-9.22,-22.29,21.87,44.68,2
0.04,0.08,-1.02,-1.10,-0.55,-9.09,-22.55,21.59,45.01,2
0.02,0.07,-1.00,3.78,-0.55,-2.87,-22.95,21.66,44.82,2
0.01,0.05,-1.02,-1.77,-6.47,-2.20,-22.89,21.07,44.01,2
0.05,0.05,-1.03,4.82,0.92,-1.83,-21.73,21.01,44.37,2
0.03,0.10,-1.00,4.76,19.71,-25.76,-22.83,20.34,45.01,2
0.01,0.09,-1.00,-6.29,-12.21,-12.21,-23.13,19.38,44.79,2
0.05,0.11,-0.97,3.30,-3.66,-5.86,-22.47,19.47,44.49,2
0.05,0.10,-1.05,-1.89,-5.00,-18.80,-22.73,18.58,44.48,2
0.09,0.11,-0.97,0.67,-12.57,-26.67,-21.28,17.97,44.42,2
0.08,0.04,-0.96,6.41,-15.20,-24.54,-20.04,16.53,46.26,2
0.07,0.12,-0.99,21.12,15.44,-12.08,-19.65,16.16,46.57,2
0.11,0.10,-1.02,-2.44,-2.69,5.37,-20.91,14.03,47.00,2
0.12,0.12,-0.98,-24.48,-7.08,28.75,-21.09,15.80,47.05,2
0.07,0.06,-1.01,-4.03,-24.48,15.50,-19.52,18.42,47.80,2
0.10,0.07,-0.98,-11.29,22.28,2.44,-19.63,18.99,46.39,2
0.05,0.08,-1.03,1.46,16.05,8.18,-21.53,19.74,47.18,2
0.11,0.11,-1.01,-8.06,12.51,39.86,-22.67,21.59,45.68,2
-0.04,-0.07,-0.97,-23.38,-25.88,54.14,-21.02,25.74,47.00,2
0.04,0.06,-1.01,-3.54,9.16,47.73,-20.80,27.55,46.04,2
0.07,-0.01,-0.99,-6.71,-4.52,37.96,-20.34,28.31,45.48,2
0.03,0.00,-1.04,11.90,-5.25,45.35,-17.50,30.91,46.15,2
0.05,0.01,-1.01,-2.20,-1.65,35.83,-16.59,31.43,48.63,2
0.04,0.06,-1.03,-11.60,-5.25,30.58,-15.72,31.96,46.07,2
0.01,-0.02,-0.99,-13.79,-25.15,50.05,-12.77,33.54,47.20,2
0.02,-0.02,-1.01,5.62,-25.09,37.66,-8.85,33.23,47.97,2
0.07,-0.01,-1.02,-5.31,-5.37,33.08,-7.03,34.09,47.85,2
0.07,-0.04,-1.01,12.76,-16.97,40.89,-4.61,34.05,47.75,2
0.04,0.12,-1.05,-8.48,26.86,21.67,-3.30,33.42,47.75,2
0.13,-0.11,-1.06,-38.57,22.64,-7.20,-6.56,35.82,45.94,2
0.09,-0.07,-1.06,-5.92,0.79,15.99,-6.43,36.15,46.63,2
0.00,0.01,-0.98,19.53,-20.63,58.65,-5.53,36.54,47.36,2
0.07,-0.04,-1.08,5.31,16.54,45.78,-3.26,35.33,46.36,2
0.10,-0.06,-1.06,-1.83,-14.53,27.89,-1.39,34.64,46.08,2
0.09,0.05,-0.98,-7.63,-8.18,19.41,-0.18,34.51,45.67,2
0.14,-0.04,-1.01,8.61,-0.06,11.60,-0.05,34.18,44.07,2
0.10,-0.02,-1.00,-0.79,-2.75,10.56,-1.00,33.52,45.57,2
0.08,0.01,-1.00,-14.59,1.71,8.48,-3.26,33.54,44.29,2
0.07,0.01,-1.00,-9.77,11.23,7.81,-4.04,33.52,43.76,2
0.06,-0.08,-1.00,5.19,18.98,6.10,-6.88,35.01,45.69,2
0.10,-0.06,-1.00,-18.13,17.76,14.71,-10.53,36.79,47.06,2
-0.04,0.08,-0.96,0.00,17.94,4.03,-14.93,40.69,47.88,2
