Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
0.02,-0.01,0.99,-3.97,-10.68,-24.23,-22.74,20.26,-38.51,1
0.00,-0.01,1.02,2.20,-19.23,-24.41,-23.99,19.45,-37.07,1
-0.04,-0.00,1.00,-1.16,-3.78,-37.48,-24.96,18.86,-36.33,1
-0.04,0.01,1.00,-1.65,9.09,-33.75,-25.31,16.61,-37.26,1
-0.01,0.00,0.99,0.31,8.36,-21.79,-24.15,14.78,-38.68,1
0.00,0.01,0.97,2.81,2.99,-16.97,-22.64,13.04,-37.74,1
0.01,-0.02,0.99,-3.42,-0.06,-12.82,-22.56,13.09,-37.60,1
0.01,0.02,1.00,0.18,10.07,-9.95,-22.12,12.51,-38.92,1
0.06,0.01,0.98,-1.10,1.04,-11.60,-21.87,11.49,-37.74,1
0.02,0.02,1.00,-3.05,-4.88,-8.61,-21.81,11.04,-38.01,1
0.01,0.03,0.99,-12.51,-16.85,-14.16,-21.97,10.91,-37.28,1
-0.04,0.04,1.00,-8.36,-7.32,-14.53,-22.39,10.00,-36.61,1
-0.04,0.04,0.99,3.23,6.53,-14.89,-22.47,9.30,-36.93,1
0.03,0.04,1.03,-2.20,11.78,-8.85,-20.70,8.28,-37.35,1
0.03,0.08,1.00,-0.55,1.40,-10.13,-20.52,7.87,-37.78,1
0.04,0.03,0.98,-0.12,7.69,-10.74,-19.67,6.93,-39.36,1
0.03,0.03,1.00,1.16,-2.26,-12.33,-19.07,6.12,-38.96,1
0.00,0.03,1.00,1.71,0.00,-8.67,-19.24,6.29,-38.57,1
0.03,0.03,1.01,2.50,0.18,-9.77,-19.59,6.43,-39.82,1
0.04,0.04,1.01,-5.31,-0.92,-12.63,-18.88,6.23,-37.54,1
0.03,0.02,0.98,-6.16,-0.49,-18.92,-18.16,5.13,-38.44,1
0.04,0.05,0.98,-4.33,2.93,-27.83,-18.10,4.44,-38.49,1
0.10,0.05,1.00,5.43,-2.44,-23.99,-16.80,2.99,-37.63,1
0.04,0.03,1.01,1.83,-13.85,-28.99,-17.31,3.02,-37.50,1
0.01,0.03,1.00,0.61,-9.46,-21.79,-17.20,1.50,-37.35,1
0.01,0.04,1.00,0.73,2.56,-6.29,-16.65,1.46,-38.28,1
0.03,-0.00,0.99,20.69,6.90,-10.01,-16.13,1.68,-38.33,1
0.04,0.02,0.93,4.33,1.28,-18.01,-15.63,2.16,-39.48,1
-0.01,0.01,1.01,2.38,-0.61,-16.05,-15.36,2.62,-37.73,1
0.02,-0.03,0.99,3.85,3.05,-9.16,-15.48,2.27,-38.67,1
0.02,-0.02,0.97,17.82,-5.00,-16.97,-15.36,2.53,-39.64,1
-0.01,-0.07,1.01,0.24,-3.30,-5.98,-15.45,3.14,-39.92,1
0.00,-0.02,1.01,-24.29,19.47,-2.87,-14.38,2.14,-38.20,1
0.04,0.03,1.00,6.84,2.01,-3.91,-13.61,1.00,-38.11,1
0.04,-0.04,1.00,4.82,4.52,-3.23,-13.60,1.81,-38.29,1
0.03,0.03,0.98,9.03,-3.23,-17.52,-12.60,1.59,-39.50,1
0.04,0.02,0.97,-4.09,-4.33,-21.67,-12.46,0.74,-38.98,1
0.03,-0.03,1.01,-6.16,10.68,-12.82,-12.59,-0.01,-40.14,1
0.04,-0.03,0.99,4.46,-3.11,-6.47,-11.85,-0.05,-39.00,1
0.11,-0.27,0.97,-8.30,1.10,-5.31,-11.35,-0.20,-38.77,1
0.06,0.00,0.96,10.19,7.39,-10.38,-10.28,-0.39,-39.64,1
0.04,-0.03,1.00,13.31,0.31,-13.18,-10.13,-0.16,-40.26,1
0.04,-0.10,1.00,-4.58,17.33,-22.83,-9.57,0.12,-39.60,1
0.07,-0.02,1.00,3.42,-4.58,-10.80,-7.75,-0.45,-41.05,1
0.07,-0.04,0.98,-0.67,-2.32,-10.01,-7.15,-0.28,-41.80,1
0.06,-0.06,0.98,-13.61,-9.89,-12.82,-7.78,-0.82,-41.19,1
0.04,-0.03,0.99,0.73,-6.41,-8.06,-8.64,-1.10,-39.75,1
0.03,-0.06,0.99,-2.81,3.11,-10.13,-7.82,-1.67,-39.11,1
0.04,-0.05,1.00,-1.71,-0.85,-7.63,-7.45,-2.20,-40.15,1
0.04,-0.01,0.99,-9.64,4.94,-18.31,-7.01,-2.61,-40.53,1
0.06,-0.02,0.98,-10.93,2.62,-12.88,-5.36,-4.02,-39.72,1
0.05,-0.00,0.99,-7.57,3.72,-15.56,-3.99,-4.59,-39.88,1
0.06,0.01,1.01,8.12,7.32,-15.87,-3.37,-4.49,-39.48,1
0.08,-0.04,0.98,2.14,5.92,-15.87,-3.08,-4.57,-38.60,1
0.10,-0.05,0.99,1.83,5.55,-10.07,-2.14,-5.16,-38.94,1
0.09,-0.03,1.00,8.73,-3.17,-8.24,-1.50,-4.20,-39.29,1
0.07,-0.04,1.02,-0.79,-9.28,-9.46,-1.40,-4.46,-40.00,1
0.06,-0.06,1.01,-3.23,-6.71,-14.89,-1.44,-3.89,-40.12,1
0.06,-0.04,0.99,-7.26,-2.93,-15.75,-1.79,-5.14,-39.43,1
0.06,-0.03,1.01,-11.72,-9.22,-10.74,-1.06,-6.30,-37.71,1
0.03,0.01,1.01,-6.04,1.16,-5.31,-1.10,-7.42,-39.47,1
0.04,0.02,1.01,4.64,4.39,-17.46,-1.16,-7.40,-38.70,1
0.07,-0.03,0.99,9.77,2.38,-14.77,0.84,-6.81,-40.26,1
0.05,-0.04,0.96,-3.17,-1.40,-10.50,1.40,-6.42,-38.90,1
0.05,-0.02,0.98,-3.48,3.85,-15.44,2.32,-6.42,-40.16,1
0.07,-0.02,0.99,-5.92,2.99,-14.53,3.06,-6.67,-40.03,1
0.09,-0.09,1.01,-15.32,-5.55,-24.84,4.09,-6.57,-39.11,1
0.04,-0.01,0.97,1.71,-16.48,-21.97,4.24,-7.46,-38.85,1
0.02,0.03,1.01,3.91,1.04,-6.71,3.94,-6.90,-38.60,1
0.04,-0.04,0.97,5.74,4.46,-25.57,4.66,-6.77,-39.53,1
0.05,-0.04,1.03,-1.89,-0.37,-23.13,6.58,-5.90,-39.32,1
0.04,0.02,1.00,-10.07,-8.79,-24.41,7.09,-6.29,-38.77,1
0.03,0.02,0.98,8.67,-1.10,-18.37,7.42,-6.05,-37.95,1
0.04,-0.01,0.99,2.69,-5.98,-16.60,8.41,-5.07,-37.62,1
0.03,-0.09,0.98,3.11,-5.25,-14.53,8.53,-4.49,-38.76,1
0.02,-0.06,1.02,5.25,-2.01,-9.16,8.37,-3.26,-38.32,1
0.01,-0.02,1.00,0.73,0.18,-16.11,8.81,-3.64,-39.05,1
0.00,-0.11,0.97,-0.37,-1.46,-13.85,8.79,-3.39,-40.12,1
0.03,-0.10,1.01,-5.00,3.42,-10.19,9.52,-3.08,-40.01,1
0.00,-0.04,0.99,-5.00,-4.88,-6.59,9.83,-3.34,-40.32,1
-0.00,-0.03,1.00,-0.55,0.92,-9.03,9.62,-2.73,-39.28,1
-0.00,-0.06,0.95,1.46,-8.00,-10.80,10.62,-2.86,-39.65,1
0.02,-0.08,1.03,1.77,-9.58,-12.15,10.77,-2.36,-38.94,1
-0.02,-0.05,0.99,-5.98,0.92,-6.84,10.64,-1.95,-39.88,1
-0.05,-0.06,0.97,-1.40,-4.88,-12.08,10.63,-1.32,-38.44,1
0.01,-0.01,1.00,-6.10,7.51,-15.20,11.41,-2.19,-38.51,1
-0.02,-0.01,1.04,-13.67,0.12,-14.59,11.32,-2.27,-40.88,1
-0.04,-0.04,0.99,1.83,-6.23,-11.11,11.71,-1.86,-39.44,1
-0.06,-0.01,1.01,0.24,-4.27,-3.17,11.76,-2.26,-39.21,1
-0.06,-0.02,0.98,1.22,-0.12,-4.94,11.94,-1.61,-39.53,1
-0.06,-0.01,0.99,-2.56,-2.99,-20.45,12.15,-1.26,-39.56,1
-0.05,-0.04,0.98,0.43,-0.18,-30.88,13.28,-1.51,-40.80,1
-0.07,-0.07,1.02,10.44,-2.62,-14.47,14.01,-0.72,-40.66,1
-0.04,-0.05,1.02,1.53,-3.48,-9.83,14.60,1.01,-39.92,1
-0.02,-0.03,0.98,3.72,9.34,-22.28,15.20,1.44,-40.03,1
-0.01,-0.05,0.97,-3.54,2.62,-25.82,15.97,2.55,-40.28,1
-0.04,-0.04,1.00,-9.46,3.85,-15.32,16.89,2.61,-40.25,1
-0.02,-0.01,1.00,-1.77,-1.89,-24.96,17.40,2.01,-39.01,1
-0.02,-0.03,0.98,6.04,7.39,-13.24,17.71,3.20,-39.37,1
-0.10,-0.09,1.04,18.01,-11.17,9.70,16.92,4.49,-41.31,1
-0.07,-0.13,1.02,19.41,-7.57,-9.28,17.46,4.41,-40.88,1
-0.07,-0.11,1.00,8.12,-1.71,-13.92,17.36,5.71,-39.03,1
-0.03,-0.07,1.01,-19.65,19.78,-38.39,18.20,7.17,-40.55,1
-0.00,-0.09,0.94,-13.73,16.85,-42.72,20.81,7.37,-39.18,1
-0.00,-0.06,1.00,-2.99,12.15,-30.03,22.06,8.58,-38.99,1
0.02,-0.09,1.02,14.77,-2.81,-21.48,22.42,10.57,-38.65,1
0.04,-0.08,1.00,0.67,-3.54,-22.40,21.66,12.32,-39.69,1
0.06,-0.12,0.97,-16.60,-10.25,-22.52,21.85,12.12,-37.92,1
-0.01,-0.06,1.00,-26.18,-3.11,-20.81,21.56,11.10,-39.07,1
0.01,-0.05,1.00,2.87,11.05,-22.46,21.56,10.36,-38.59,1
0.03,-0.04,1.03,3.85,0.06,-5.74,22.83,11.72,-39.18,1
-0.01,-0.02,0.98,16.91,0.37,-10.07,22.66,12.70,-39.34,1
-0.02,-0.04,1.00,-1.28,-13.92,-7.57,22.92,13.65,-39.58,1
-0.01,-0.07,0.94,15.50,-9.40,-4.82,22.23,13.71,-38.34,1
-0.02,-0.08,1.06,15.56,3.60,-4.21,22.18,15.39,-41.06,1
-0.06,0.17,1.29,3.11,-10.01,-7.93,22.69,13.05,-38.51,1
-0.02,-0.01,0.97,2.50,0.43,-6.16,22.79,12.96,-37.52,1
0.00,-0.04,0.99,-0.79,3.78,-2.20,22.55,13.81,-36.96,1
0.02,-0.03,0.97,-5.43,-0.67,-9.58,22.84,13.53,-37.81,1
-0.01,0.00,0.99,1.71,-4.21,-25.27,22.51,13.16,-38.02,1
-0.00,0.00,1.01,10.99,2.44,-30.64,22.56,13.99,-39.17,1
0.02,-0.03,0.99,3.42,8.18,-30.21,22.62,16.20,-37.29,1
0.01,-0.04,1.02,8.30,4.58,-25.51,22.89,18.31,-38.48,1
0.00,-0.05,0.98,1.40,0.49,-21.79,23.58,19.06,-37.40,1
0.00,-0.07,1.00,-0.31,-2.38,-7.08,23.27,19.98,-37.52,1
0.02,-0.08,1.02,-0.37,-0.61,-7.57,23.06,19.64,-37.95,1
0.00,-0.05,0.99,-5.55,-3.54,-4.52,22.42,19.38,-38.34,1
-0.00,-0.06,1.00,8.54,-3.85,-13.49,22.53,19.68,-37.51,1
0.03,-0.11,0.91,-53.65,0.79,-17.70,21.69,21.06,-38.24,1
-0.03,-0.01,1.00,-9.77,-1.83,-10.50,21.73,19.37,-37.05,1
-0.01,0.02,1.02,-10.13,-8.24,10.19,22.03,17.77,-36.94,1
-0.01,0.00,1.00,0.55,-1.04,28.75,21.36,18.20,-38.11,1
-0.04,0.00,0.98,7.20,-6.29,35.28,21.47,16.59,-37.93,1
-0.03,0.00,1.03,1.28,0.37,26.18,21.46,16.50,-38.39,1
-0.03,-0.05,0.98,-6.90,-6.53,15.75,22.06,15.19,-37.73,1
-0.05,-0.01,0.99,5.31,3.54,19.96,21.48,14.38,-37.74,1
-0.04,-0.01,1.01,-11.90,-7.45,41.02,21.20,13.60,-37.44,1
-0.03,-0.01,1.01,-2.56,-2.56,28.81,20.48,10.72,-37.95,1
-0.07,-0.01,0.99,6.10,-1.59,19.78,20.14,9.79,-38.11,1
-0.07,-0.02,0.98,-5.07,-1.40,2.20,20.51,9.86,-38.09,1
-0.05,-0.00,1.00,-0.79,2.01,0.12,19.89,9.33,-37.49,1
-0.09,-0.01,1.03,-5.80,-0.67,13.00,21.06,8.70,-37.24,1
-0.03,0.02,0.98,-2.69,-0.06,21.06,20.89,7.09,-37.44,1
-0.07,-0.02,0.99,5.74,-2.14,17.40,20.47,7.08,-36.96,1
-0.06,-0.02,0.99,3.17,-2.38,9.16,20.35,7.02,-37.89,1
-0.03,-0.01,1.01,0.37,-0.85,-37.84,19.37,7.35,-36.88,1
-0.03,-0.01,1.00,10.50,6.29,-56.27,21.37,10.61,-37.02,1
-0.06,0.00,0.99,-0.06,3.05,-33.02,22.22,11.80,-36.93,1
-0.06,-0.02,0.97,-8.36,-3.23,-29.54,21.91,13.28,-37.49,1
-0.05,-0.04,1.02,-2.75,-1.59,-33.45,21.22,14.45,-37.49,1
-0.02,0.00,1.00,-10.44,-6.77,-16.30,21.95,14.60,-37.88,1
-0.06,0.01,0.97,5.55,-8.91,-19.71,21.31,14.50,-38.85,1
-0.09,-0.03,1.00,10.44,-5.07,-25.21,20.43,16.75,-38.84,1
-0.13,-0.01,1.03,17.03,2.44,-14.71,20.13,19.42,-39.05,1
-0.12,-0.05,1.00,6.96,-5.31,-6.47,20.03,21.35,-39.25,1
-0.11,-0.04,0.98,1.40,-2.14,-4.76,20.10,21.78,-40.61,1
-0.11,-0.04,0.99,-8.61,3.66,-3.60,19.60,21.79,-39.43,1
-0.12,-0.03,1.01,-0.92,3.66,-2.26,20.41,21.85,-39.39,1
-0.08,-0.04,1.00,-5.92,5.31,-5.43,20.85,21.40,-38.43,1
-0.06,-0.02,1.00,7.93,5.43,-29.24,21.13,22.24,-39.78,1
-0.09,-0.00,0.99,-12.88,7.93,-33.45,21.48,23.39,-38.72,1
-0.06,0.03,1.01,-29.36,0.06,-19.10,21.31,22.95,-39.05,1
-0.08,0.06,1.03,-2.08,-6.77,-9.70,21.58,21.58,-39.58,1
-0.08,0.09,1.01,8.00,-10.62,-9.77,21.12,22.35,-39.06,1
-0.07,0.03,0.97,-1.40,-5.31,-22.16,19.69,23.50,-38.94,1
-0.12,0.06,0.98,-0.49,-6.04,-21.97,19.09,24.90,-40.39,1
-0.13,0.09,0.99,0.92,7.81,-18.13,19.10,24.93,-40.26,1
-0.16,0.06,1.01,5.07,8.18,-27.83,19.34,26.35,-39.00,1
-0.07,0.04,1.00,4.76,5.92,-16.97,19.26,27.39,-38.72,1
-0.10,0.02,1.01,1.10,-10.80,0.73,18.09,27.69,-40.01,1
-0.10,0.05,0.99,-5.19,4.21,14.47,17.55,27.43,-40.34,1
-0.11,0.06,0.97,-1.77,8.61,36.87,18.91,25.89,-39.11,1
-0.08,0.04,1.01,4.52,8.61,50.72,20.15,24.72,-39.43,1
-0.07,0.04,1.00,-8.97,4.52,21.91,21.09,22.25,-39.05,1
-0.06,0.07,1.01,5.00,8.06,-13.92,21.47,22.12,-38.88,1
-0.06,0.04,0.99,13.73,10.86,-37.96,21.79,23.41,-38.51,1
-0.05,0.07,0.97,-3.23,7.45,-10.86,21.52,25.22,-38.49,1
-0.01,0.07,0.99,14.65,15.63,-13.31,23.27,24.62,-37.54,1
0.01,0.01,0.99,11.72,-7.63,-40.04,22.25,26.37,-37.74,1
0.03,-0.03,0.98,-1.77,-23.80,-17.46,20.52,28.76,-38.18,1
-0.02,0.02,1.00,-19.35,1.95,-36.07,18.63,28.98,-39.10,1
-0.10,0.02,1.00,-6.59,7.20,-14.95,18.62,29.82,-38.64,1
0.01,0.04,1.03,-12.88,23.62,-16.36,18.20,29.42,-38.33,1
0.03,0.08,0.97,-3.23,3.72,-17.21,20.09,29.00,-37.88,1
0.06,0.05,1.02,14.53,-19.23,-26.00,18.88,29.79,-37.95,1
0.03,0.03,1.02,-9.22,-1.83,-19.29,17.69,31.10,-37.54,1
-0.00,0.05,1.03,-10.25,-7.08,-22.46,16.65,30.94,-38.66,1
-0.02,0.07,1.04,-7.32,-17.52,-27.16,15.59,31.12,-37.77,1
-0.05,0.09,1.03,-6.90,19.96,-9.83,14.21,31.12,-40.32,1
0.03,0.14,0.97,-13.12,-5.86,-18.55,15.53,29.87,-38.71,1
-0.01,0.13,1.01,-2.62,-10.93,-16.24,14.83,29.36,-39.26,1
0.02,0.18,0.92,-16.91,-1.95,-15.87,13.83,29.75,-39.84,1
0.00,0.17,0.99,-15.63,0.49,-24.90,12.63,28.42,-40.08,1
-0.01,0.12,0.98,12.39,5.92,-9.83,12.40,28.80,-40.92,1
-0.02,0.16,1.01,-19.29,-12.33,-26.98,12.02,28.74,-41.72,1
-0.05,0.24,0.98,4.21,0.79,-14.34,10.91,27.80,-40.72,1
-0.04,0.27,0.95,5.55,-4.09,-30.09,10.30,28.99,-41.87,1
0.00,0.22,0.93,9.40,20.94,-9.70,9.97,30.51,-40.34,1
-0.09,0.09,0.96,6.65,-4.03,-23.80,9.96,30.98,-39.67,1
0.05,0.18,0.96,4.33,3.66,-3.60,10.06,32.24,-39.23,1
0.05,0.17,0.97,8.54,12.57,-27.22,10.29,33.11,-40.66,1
0.06,0.17,1.01,1.77,-0.61,-24.05,10.69,33.07,-39.98,1
0.08,0.15,0.99,20.14,-0.79,-26.79,9.39,34.17,-40.71,1
0.02,0.15,1.00,-1.65,-18.74,-19.71,7.40,35.83,-40.99,1
-0.01,0.09,1.01,14.59,-18.86,-18.86,4.38,37.11,-39.88,1
-0.01,0.02,0.96,33.87,-13.49,-32.47,3.48,37.78,-40.69,1
0.03,-0.03,1.00,1.77,5.13,-27.65,1.61,40.06,-39.93,1
0.02,0.02,1.02,-5.80,1.28,-24.35,1.15,40.58,-38.11,1
0.01,0.03,1.00,-5.92,3.30,-14.34,0.32,40.11,-39.14,1
0.01,0.08,1.02,-9.89,-15.50,-14.16,-0.51,39.42,-40.27,1
-0.02,0.14,0.99,-4.15,-0.67,-19.41,-1.94,38.26,-40.20,1
0.01,0.09,1.00,-10.93,4.58,-25.94,-2.67,37.62,-39.61,1
0.03,0.11,1.00,-1.04,7.32,-14.83,-3.26,36.74,-39.75,1
0.03,0.08,1.01,-0.06,-0.61,-0.98,-3.56,36.78,-39.93,1
0.03,0.10,0.99,15.44,4.39,10.62,-2.92,37.84,-40.33,1
0.03,0.08,0.98,-2.62,0.85,18.31,-2.60,38.68,-40.56,1
0.03,0.07,0.99,-4.70,1.89,10.99,-2.23,38.62,-39.69,1
0.03,0.10,0.99,-5.55,11.78,28.69,-1.73,37.94,-40.60,1
0.01,0.08,1.00,-0.55,-2.38,16.17,0.20,37.48,-40.06,1
0.02,0.11,1.01,1.89,-0.12,7.26,0.83,37.50,-40.43,1
0.02,0.08,0.99,6.53,3.72,3.05,0.88,38.31,-41.21,1
0.06,0.09,1.01,4.64,9.70,-1.34,1.07,37.90,-40.16,1
0.06,0.02,1.01,1.10,4.58,-3.97,1.20,38.43,-39.66,1
0.04,0.08,1.00,-3.42,-2.69,-11.78,1.28,38.39,-41.02,1
0.04,0.01,0.98,9.46,-1.28,-54.26,-0.52,38.78,-39.86,1
0.08,0.07,0.97,6.96,9.16,-48.71,-2.01,38.38,-40.14,1
0.06,0.05,0.98,-3.66,-5.49,7.08,-3.63,39.66,-39.67,1
0.00,0.06,1.00,-1.22,2.50,5.13,-2.92,39.31,-41.16,1
0.06,0.03,0.99,4.33,7.02,1.46,-2.00,39.87,-40.93,1
0.06,0.06,1.02,-8.42,-0.06,-24.11,-2.19,39.29,-40.33,1
0.05,0.07,1.03,-5.49,-5.43,-25.76,-3.71,38.78,-41.38,1
0.04,0.06,0.98,-2.62,0.92,-0.85,-4.96,38.73,-40.78,1
0.10,0.11,0.99,-6.29,-2.87,-11.66,-4.48,37.99,-41.77,1
0.09,0.06,0.98,4.52,1.10,-68.73,-5.35,37.85,-42.08,1
0.13,0.09,1.01,-1.83,21.18,-66.83,-6.81,37.44,-41.08,1
0.15,0.04,1.01,5.98,-5.31,-8.91,-8.11,37.82,-42.24,1
0.12,0.02,0.99,-5.62,-10.68,-14.28,-8.92,37.32,-40.99,1
0.20,0.10,1.01,-9.09,34.55,-28.20,-9.13,36.66,-41.67,1
0.20,-0.00,0.96,39.61,10.25,-64.82,-8.07,35.64,-42.30,1
0.23,0.11,0.97,-22.46,-13.12,-41.08,-9.51,35.74,-43.20,1
0.17,-0.03,1.00,-15.63,7.20,13.00,-10.86,35.62,-43.86,1
0.19,-0.01,1.01,-15.38,-1.95,0.37,-9.61,35.25,-42.18,1
0.20,0.03,0.98,-4.21,-1.28,3.42,-10.61,33.96,-42.33,1
0.21,0.05,0.97,-0.43,17.27,19.96,-9.97,33.70,-44.02,1
0.24,0.05,0.99,2.32,-4.64,11.05,-8.56,33.63,-43.80,1
0.22,0.04,0.97,-2.50,-0.61,-7.69,-8.95,34.13,-43.76,1
0.23,0.07,0.96,-3.42,12.21,-22.16,-9.09,33.41,-43.59,1
0.24,0.08,0.99,-9.46,-18.80,-16.05,-9.78,32.40,-44.67,1
0.18,0.07,0.97,-0.67,-18.01,-13.43,-10.97,32.48,-42.59,1
0.20,0.05,0.97,-1.40,-8.42,-41.44,-12.22,31.51,-43.40,1
0.20,0.09,0.99,1.71,-7.39,-34.67,-14.40,31.82,-44.08,1
0.16,0.03,0.97,15.08,-9.70,-4.52,-14.71,31.48,-42.70,1
0.13,-0.02,0.99,8.12,-0.49,-21.42,-15.11,32.54,-43.07,1
0.18,-0.01,0.98,-8.61,-7.20,-12.63,-15.87,33.02,-41.49,1
0.22,-0.07,1.02,10.62,32.84,-35.95,-15.98,32.51,-42.11,1
0.13,-0.09,0.98,-7.93,-26.37,-49.93,-17.05,31.35,-41.42,1
0.08,-0.02,0.97,0.12,-21.55,-33.14,-18.16,28.37,-41.71,1
0.14,-0.00,0.98,-9.52,-2.56,-24.72,-20.20,27.10,-41.63,1
0.13,-0.00,0.98,1.34,-13.73,-34.36,-21.18,26.04,-40.64,1
0.09,0.00,1.00,15.63,-20.57,-26.98,-22.51,25.48,-41.50,1
0.02,-0.00,1.00,-4.70,8.06,-19.41,-23.40,24.62,-40.97,1
0.09,-0.04,0.99,-8.48,18.01,-26.00,-22.24,23.01,-40.03,1
0.08,-0.02,1.00,-8.61,-3.36,-20.14,-21.90,21.01,-41.35,1
0.14,-0.03,1.00,-3.85,28.32,-11.05,-20.84,20.12,-42.04,1
0.12,-0.00,0.99,2.38,-5.49,-2.75,-20.13,19.95,-41.37,1
0.08,-0.04,0.98,12.08,-22.89,-15.32,-20.85,19.92,-43.19,1
0.08,-0.02,1.00,-4.15,-17.03,-44.62,-22.84,18.95,-41.55,1
0.08,-0.01,0.98,-10.93,9.40,-31.86,-23.07,16.37,-39.94,1
0.10,-0.01,0.98,5.43,0.31,-17.76,-22.74,15.63,-41.64,1
0.06,-0.03,0.99,8.97,-10.80,-12.33,-22.68,15.39,-41.96,1
0.02,-0.05,1.00,7.26,-4.21,-12.27,-22.42,15.80,-41.85,1
0.05,-0.06,1.00,-13.61,1.04,-15.56,-22.40,14.82,-42.69,1
0.09,-0.05,0.97,-7.39,12.08,-22.71,-22.00,13.96,-41.00,1
0.11,-0.06,0.99,2.87,15.63,-23.93,-21.22,12.81,-40.83,1
0.11,-0.04,0.98,2.01,3.48,-16.78,-19.96,11.18,-42.82,1
0.12,-0.06,1.01,7.63,-4.39,2.14,-19.60,11.84,-41.97,1
0.12,-0.07,0.99,-4.94,-21.18,4.88,-20.57,12.51,-41.91,1
0.05,-0.02,0.99,-16.91,-11.84,8.67,-22.25,11.72,-41.19,1
0.03,-0.00,1.00,-10.01,-3.66,16.66,-23.51,10.91,-40.31,1
0.04,-0.00,0.97,6.77,-0.31,20.81,-24.04,11.93,-40.58,1
0.05,-0.04,1.00,14.53,-3.36,20.39,-23.57,13.72,-39.67,1
0.03,-0.07,1.00,9.16,-1.77,13.31,-24.18,15.42,-41.13,1
0.07,-0.07,0.98,-0.18,-2.93,11.17,-23.95,16.21,-40.61,1
0.04,-0.08,1.00,-6.96,6.29,18.49,-24.02,16.89,-39.71,1
0.01,-0.06,1.01,-6.84,-6.59,9.95,-23.83,17.55,-39.86,1
0.03,-0.04,0.99,-5.25,-3.66,2.50,-24.30,17.97,-41.00,1
-0.01,-0.01,1.00,-25.45,5.74,2.32,-24.00,16.75,-40.86,1
0.01,0.04,0.98,-18.43,4.27,-4.39,-24.01,15.53,-39.18,1
0.02,0.04,0.99,-2.75,-7.69,-6.23,-24.26,13.49,-40.94,1
0.01,0.03,1.01,4.64,8.91,-9.28,-24.46,13.45,-39.77,1
0.06,0.02,0.99,-4.94,36.25,-27.28,-22.69,12.89,-42.82,1
0.13,0.01,1.01,-9.22,16.24,-23.56,-21.66,11.83,-42.58,1
0.13,0.03,1.00,-2.20,-10.50,-13.49,-19.47,10.31,-42.93,1
0.14,-0.01,1.00,24.54,-0.24,5.86,-20.26,10.79,-41.52,1
0.11,-0.01,1.00,3.36,-18.19,13.67,-20.90,12.63,-41.28,1
0.04,-0.03,1.00,-1.16,-11.29,22.71,-23.05,13.34,-41.13,1
0.05,-0.01,1.01,-6.04,0.43,16.54,-23.39,14.05,-40.33,1
0.07,0.00,1.00,-0.12,-0.98,24.90,-23.75,14.99,-39.58,1
0.06,-0.00,1.00,4.76,-3.23,24.60,-23.72,16.37,-40.21,1
0.02,0.01,0.99,0.61,-6.41,11.96,-24.22,17.03,-39.95,1
0.01,0.01,1.00,3.72,-0.61,12.21,-24.99,17.74,-39.49,1
0.02,-0.01,1.00,-1.46,4.33,0.98,-24.80,18.77,-40.43,1
0.04,-0.01,0.98,-0.31,0.73,-3.05,-24.34,18.01,-42.57,1
0.04,-0.04,1.02,1.22,1.77,-1.46,-24.01,18.38,-40.42,1
0.03,-0.02,0.99,1.95,1.40,-0.12,-24.16,18.21,-40.60,1
0.04,-0.04,1.00,2.69,-2.69,1.89,-24.73,19.40,-40.54,1
0.00,-0.03,1.00,4.76,0.79,14.47,-24.38,19.63,-40.10,1
0.04,-0.04,1.00,4.58,2.20,21.73,-24.12,20.01,-40.09,1
0.03,-0.03,1.01,0.06,-3.91,12.94,-24.16,20.97,-41.71,1
0.01,-0.06,1.00,5.62,-2.87,10.80,-24.07,22.33,-39.44,1
0.03,-0.04,1.00,1.95,1.34,0.18,-24.19,22.85,-40.50,1
0.04,-0.05,1.00,2.14,0.55,-1.53,-24.35,22.85,-40.06,1
0.03,-0.07,1.01,-1.89,2.01,-1.59,-24.10,23.00,-41.08,1
0.03,-0.05,0.99,-0.67,1.71,-1.77,-24.07,22.89,-39.92,1
0.03,-0.05,1.00,-1.65,1.89,-4.46,-23.63,22.46,-40.37,1
0.05,-0.06,0.98,1.22,3.36,-1.22,-23.01,22.02,-41.42,1
0.07,-0.05,0.99,2.20,-2.56,-0.55,-22.81,22.19,-40.65,1
0.04,-0.05,1.02,2.01,-4.70,-2.20,-23.57,22.40,-41.14,1
0.04,-0.05,0.99,-6.10,10.07,-10.74,-23.63,22.09,-40.77,1
0.09,-0.04,1.00,-15.08,18.86,-33.02,-22.68,21.68,-41.61,1
0.11,-0.02,0.99,-7.57,11.54,-15.99,-22.02,18.16,-41.42,1
0.11,-0.01,1.02,6.47,-7.08,-13.24,-20.79,16.80,-42.74,1
0.09,-0.05,0.99,5.31,-11.47,-15.01,-22.61,17.25,-41.71,1
0.09,-0.05,0.99,7.63,-15.50,-15.99,-22.61,17.52,-41.69,1
0.07,-0.05,0.98,10.93,8.97,-6.16,-23.43,17.54,-40.75,1
0.03,-0.03,1.02,1.89,-29.54,-9.70,-23.44,18.59,-41.06,1
-0.00,-0.08,1.01,-4.58,-8.18,-3.42,-25.51,18.15,-40.47,1
0.03,-0.06,1.00,-7.75,2.01,-17.27,-25.96,17.43,-39.73,1
