Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
0.45,0.16,1.14,10.13,-101.14,88.99,33.20,30.97,-22.94,5
0.56,0.38,0.57,103.76,-13.98,44.07,32.65,30.20,-22.42,5
0.19,-0.51,0.88,-159.18,-30.64,-94.73,31.48,31.32,-23.12,5
0.35,0.48,0.28,-45.35,190.55,-146.67,32.15,28.69,-17.82,5
0.51,-0.17,0.31,-291.32,57.07,-222.60,37.51,32.10,-15.69,5
1.38,-0.16,0.07,62.99,132.08,-14.16,36.07,34.59,-18.46,5
1.02,0.21,0.19,36.38,-98.88,15.14,37.61,36.22,-15.00,5
0.84,0.01,0.02,702.09,53.47,173.16,42.41,35.23,-1.34,5
1.60,-1.38,0.34,146.79,332.09,-160.46,39.03,38.26,18.31,5
0.81,-0.14,-1.05,212.34,-260.99,45.35,24.55,32.84,38.49,5
1.10,-1.04,-0.21,280.40,-7.51,-159.12,32.10,33.41,31.16,5
0.49,-0.21,0.01,-83.07,108.58,-235.29,24.72,30.68,39.50,5
0.38,-2.32,0.03,-742.68,116.58,-98.39,17.44,52.75,25.45,5
0.18,-0.69,0.91,368.71,-111.76,27.77,7.50,62.45,1.89,5
0.62,-0.75,0.02,-166.75,102.48,343.75,19.45,58.18,9.35,5
0.81,-0.89,0.59,56.27,127.20,130.07,32.96,48.89,10.96,5
1.00,-0.01,0.24,-142.94,-44.98,239.99,38.12,41.69,13.85,5
0.60,0.51,0.75,35.46,-94.24,-60.00,45.84,26.14,2.83,5
1.12,-0.10,0.30,-60.42,-48.58,-174.01,37.93,40.54,2.15,5
1.17,-0.20,0.21,34.00,-50.23,20.45,29.05,49.26,-5.63,5
-0.13,-0.84,0.75,181.70,-53.77,262.63,34.70,43.51,-3.59,5
1.32,1.00,-0.08,92.41,108.09,83.62,43.32,24.93,9.23,5
0.78,-0.20,0.55,-18.25,13.49,-77.21,42.85,22.69,13.84,5
1.29,0.44,0.05,-106.57,-18.31,29.42,43.79,21.61,14.98,5
-0.43,-1.14,0.82,-150.33,-180.91,-245.67,41.92,31.18,11.99,5
1.35,1.14,-0.43,27.71,274.05,276.98,39.59,37.37,0.15,5
-0.17,-0.07,0.70,-192.32,-108.95,-365.91,39.87,35.12,5.83,5
2.77,0.68,-0.52,129.15,33.87,233.22,40.45,34.18,7.13,5
-1.23,-0.48,1.13,-90.94,-104.55,-199.58,41.08,32.85,1.82,5
1.74,0.73,-0.04,33.33,117.00,180.66,42.50,30.69,2.17,5
1.14,0.05,-0.04,24.78,-11.60,-73.49,42.80,30.99,10.50,5
1.36,0.41,0.11,47.85,-18.55,46.51,43.07,28.53,9.46,5
0.01,-0.16,0.50,-43.15,-225.59,-112.73,39.67,33.90,-2.44,5
0.63,0.88,0.26,17.46,260.56,276.25,41.33,27.48,-6.01,5
0.98,0.25,0.52,13.73,39.79,-225.40,45.20,20.24,8.63,5
1.67,0.80,0.00,50.42,-68.60,103.39,43.54,26.35,9.96,5
-0.73,-1.69,0.57,-52.25,-118.41,-276.25,41.00,32.52,1.76,5
1.02,1.51,-0.02,-7.32,164.98,241.03,40.72,31.46,-1.67,5
0.12,-0.40,0.70,-41.87,13.31,-301.70,42.99,26.78,5.52,5
2.05,1.02,-0.04,10.25,5.68,216.06,44.07,26.03,7.84,5
1.08,-0.24,0.16,55.79,-110.78,-369.38,38.35,38.57,3.75,5
-0.70,-0.76,2.25,110.72,25.21,295.29,28.85,47.17,-6.34,5
1.08,-0.52,1.15,-47.73,-22.71,-90.70,41.85,27.92,-3.30,5
0.57,0.57,0.30,59.57,238.83,156.62,38.17,39.37,-0.22,5
0.81,0.40,-0.13,-80.93,-77.33,-445.31,30.30,47.92,2.91,5
-0.98,1.04,0.73,-104.31,60.00,-444.09,7.79,60.14,-6.02,5
-0.46,-1.27,0.18,135.93,41.81,-151.18,-17.05,57.76,-5.87,5
0.73,-1.50,0.50,88.81,74.34,855.16,-4.11,64.14,-3.89,5
1.05,-0.49,0.44,67.87,-44.19,294.98,40.52,37.73,-0.84,5
0.59,0.59,0.75,-38.15,81.85,345.34,44.10,25.66,-1.98,5
0.86,0.06,0.19,-331.05,-303.47,-738.46,43.95,24.66,-1.55,5
1.50,-0.42,0.30,109.44,206.48,325.20,17.10,50.26,-21.04,5
-0.19,0.18,0.68,-105.65,-163.21,-158.20,31.80,40.92,-16.98,5
1.89,1.20,-1.23,66.77,359.07,181.52,32.78,36.91,-17.33,5
-0.14,0.37,0.39,-71.72,-202.09,-45.17,43.13,28.72,-7.32,5
1.73,0.75,0.20,11.84,-25.45,47.85,43.74,20.19,-10.30,5
-0.72,0.28,0.12,29.54,-362.37,-186.52,25.17,34.01,-26.84,5
3.13,0.69,0.20,19.47,130.74,-36.25,24.67,34.96,-27.84,5
-2.59,-0.15,0.36,-104.92,-349.37,77.82,20.62,36.28,-27.87,5
3.11,1.01,0.77,15.99,148.68,148.56,30.53,27.81,-25.27,5
-0.40,-0.34,0.85,-39.86,-211.61,88.75,20.70,24.44,-32.52,5
-0.56,0.62,0.85,-43.27,-222.23,-108.34,15.54,20.64,-32.78,5
2.01,1.14,1.20,28.08,168.52,-8.06,2.17,16.97,-35.47,5
-1.59,1.00,0.71,-83.92,166.38,-215.94,17.43,16.97,-33.18,5
0.77,-0.35,-0.63,6.04,366.58,-268.92,39.21,26.10,-15.05,5
0.76,0.30,0.02,-19.90,84.47,-207.64,40.32,37.57,-4.90,5
1.68,-0.86,-0.74,-205.57,101.50,-158.69,31.53,50.48,3.45,5
0.47,0.56,0.55,-51.51,-305.85,66.16,28.53,53.44,-1.84,5
0.36,-3.12,2.20,352.54,-574.04,-214.84,-3.76,59.55,-15.65,5
-0.59,-0.55,1.06,-44.37,-35.58,-171.39,-13.29,48.46,-22.22,5
0.19,-1.16,1.21,20.87,35.03,12.94,-17.99,38.84,-27.34,5
-1.91,1.11,0.49,375.67,19.90,544.31,-14.27,48.17,-22.99,5
1.60,-1.67,0.72,254.76,50.23,118.71,7.15,64.15,-0.74,5
0.40,-0.56,0.30,205.75,71.84,11.72,14.14,62.11,10.29,5
-0.04,-0.92,-0.15,-40.04,37.96,-383.18,4.82,59.63,23.57,5
-0.20,-0.81,0.22,-3.23,50.48,-391.54,-21.62,47.57,25.27,5
-1.91,-1.64,0.40,-194.95,121.77,7.45,-26.86,42.10,20.02,5
-1.44,-0.57,1.34,-199.28,69.15,171.81,-32.62,32.34,5.37,5
-0.95,-0.74,1.36,-25.82,356.38,1027.71,-11.44,49.60,-22.88,5
0.86,-0.05,0.26,178.65,339.29,213.62,29.24,40.72,-21.67,5
0.82,-0.02,0.72,49.62,63.60,-279.17,40.21,38.83,-3.86,5
0.40,-0.58,-0.41,434.08,-177.98,-385.01,29.98,53.99,-0.15,5
0.31,-0.61,-0.39,350.10,-22.09,-313.48,3.02,51.18,36.84,5
0.03,-0.51,-0.51,433.53,96.62,-270.63,1.94,19.30,49.33,5
-0.31,-0.59,-1.17,-276.67,240.78,39.61,-9.53,9.30,49.41,5
-0.58,-2.28,-0.90,-285.16,659.06,-47.06,-21.40,23.85,45.64,5
-0.49,0.74,0.89,-99.37,72.20,-69.03,-42.10,21.72,-4.61,5
-1.69,-0.63,1.13,-1.53,83.80,788.82,-40.67,23.18,-10.30,5
1.12,-0.90,0.74,159.36,16.85,329.10,10.24,51.42,8.19,5
0.41,0.65,0.62,122.44,62.44,62.56,25.85,49.15,9.83,5
0.52,-0.82,-0.35,108.52,88.93,-875.85,7.23,56.52,15.33,5
-1.37,0.59,-0.27,89.42,-81.12,-30.82,-18.12,58.12,21.75,5
-0.74,-1.71,0.16,109.31,-83.50,52.12,-36.54,14.93,40.98,5
-0.66,-1.48,-0.41,-80.32,16.54,78.98,-30.47,18.86,41.98,5
0.10,-0.73,-0.02,-18.31,33.69,-172.49,-36.88,17.07,33.89,5
-0.28,-0.91,-0.69,-203.92,-71.72,185.18,-40.45,23.83,21.45,5
-0.40,-0.78,-0.26,43.88,-326.11,-80.75,-31.15,38.38,36.83,5
-0.32,-0.58,-0.32,77.76,-31.43,79.47,-27.08,38.35,42.87,5
-1.32,-0.48,-0.81,-168.46,-210.69,-96.50,-25.66,36.65,46.11,5
-1.54,-0.73,0.22,-89.66,-377.08,70.74,-12.83,36.54,49.45,5
0.61,-1.13,0.46,-195.62,-409.55,-120.73,19.81,50.55,23.29,5
-1.69,0.20,-0.10,666.26,729.55,-141.24,13.31,52.20,22.95,5
-0.69,-0.05,-0.61,96.44,280.58,258.30,-38.94,17.53,33.80,5
0.20,-0.62,-1.11,102.72,83.74,22.58,-35.75,28.06,27.62,5
-1.28,-0.21,2.11,125.31,95.28,-15.50,-39.05,29.00,19.63,5
0.35,-0.47,-1.54,235.96,-72.14,7.02,-34.96,25.90,32.96,5
-1.15,-0.38,0.40,-244.08,209.05,17.33,-35.93,25.68,29.37,5
-0.71,-0.65,1.33,136.96,-33.69,85.08,-37.13,31.13,18.53,5
0.35,-0.97,-2.75,46.63,110.23,19.96,-31.27,32.32,29.37,5
-1.48,-0.26,0.54,-110.53,-398.32,-134.34,-31.49,33.31,29.81,5
-0.25,-1.04,-0.41,10.50,-202.88,-57.43,-24.58,26.43,39.82,5
-0.51,-0.63,-0.76,-20.14,-251.59,-152.53,-10.80,26.03,46.98,5
-0.35,-0.50,-0.98,392.03,-192.14,112.18,7.84,19.73,51.06,5
-0.40,0.47,-0.47,344.73,-179.81,34.91,18.37,-9.72,39.20,5
0.46,0.13,-1.50,-64.15,10.13,-31.56,19.93,-18.63,30.03,5
0.42,0.50,-0.87,171.94,-187.93,-180.85,25.04,-13.67,29.10,5
0.28,0.50,0.13,173.28,-85.63,-96.98,37.65,-8.11,8.33,5
1.22,0.64,-0.70,30.40,-109.31,-70.37,41.11,-4.10,3.22,5
0.04,0.83,0.19,176.15,23.32,138.18,40.64,-4.11,0.01,5
1.24,0.43,-0.65,-14.59,100.34,-366.88,40.43,-4.85,-0.90,5
1.31,0.22,0.09,-39.86,-24.60,33.63,44.10,20.12,-4.55,5
0.61,0.28,-0.82,64.94,-35.10,-104.92,43.64,21.20,-4.08,5
1.28,0.21,0.15,-78.92,48.34,-115.23,42.57,27.38,-2.10,5
0.84,0.01,-0.15,75.93,-164.98,-86.00,38.23,36.00,-6.14,5
0.94,-0.12,0.21,-157.71,-32.71,-60.97,28.98,44.90,-14.82,5
0.79,0.06,0.46,-276.18,49.68,101.93,29.61,34.52,-22.16,5
0.81,-0.04,0.09,-364.20,242.80,290.83,37.37,22.88,-18.84,5
0.70,0.78,-0.76,-211.24,-39.18,135.62,38.70,-10.85,6.16,5
0.88,1.00,-0.72,562.56,-230.53,-296.02,39.26,-10.13,2.54,5
0.76,-0.47,0.39,356.08,-92.04,-93.69,34.91,27.01,-22.66,5
0.72,-0.10,0.23,-162.96,-12.88,34.06,29.86,38.32,-20.69,5
0.64,-0.34,0.14,-806.15,379.64,203.86,39.15,15.27,-19.62,5
0.56,-0.29,-0.62,585.69,-384.34,-15.14,42.96,0.89,8.44,5
0.72,-0.29,0.47,-468.87,79.65,-44.31,37.46,18.01,-19.38,5
0.87,0.33,-0.93,768.86,-236.39,-116.58,40.34,17.49,-14.11,5
0.20,-0.93,0.56,414.00,-343.93,-16.72,26.99,38.72,-22.12,5
0.24,0.65,-0.35,-748.29,-249.51,420.90,21.31,43.02,-25.31,5
0.04,2.27,0.99,-148.93,317.99,79.53,12.35,-18.71,-22.56,5
0.74,1.74,-1.45,-22.71,-99.24,74.77,20.65,2.10,-33.40,5
0.21,1.95,1.94,-634.64,-161.62,-143.37,9.79,-10.75,-28.89,5
0.17,0.37,-0.90,150.15,59.94,-479.49,30.03,-15.82,-13.95,5
0.85,0.12,-0.19,62.44,52.12,-444.64,42.48,20.30,-10.95,5
0.62,-0.47,-0.44,-182.43,79.47,-190.98,34.36,40.39,-10.36,5
0.81,-1.00,-0.17,50.78,266.30,61.16,33.40,40.76,-13.67,5
0.23,-0.58,-1.51,51.03,221.07,45.59,40.28,35.61,3.77,5
0.47,-0.94,-0.52,34.24,-193.54,-163.45,40.15,36.73,8.30,5
0.30,-0.73,0.28,-22.77,60.49,-291.69,26.40,50.70,2.47,5
-0.84,-2.02,-0.23,-399.11,-48.34,-222.23,11.01,57.01,-7.23,5
-0.51,0.74,0.06,-9.70,-126.71,51.57,-6.34,46.72,-24.76,5
-0.26,-0.57,0.23,-14.65,61.34,19.47,-13.04,42.31,-26.73,5
-0.45,-0.87,0.72,15.08,28.81,77.39,-8.47,42.30,-29.86,5
-0.31,-0.72,0.52,-63.35,-63.84,-53.22,-8.80,36.45,-33.28,5
-0.29,-0.71,0.68,74.28,14.04,-39.55,-10.19,33.92,-32.67,5
-0.56,-1.46,0.63,86.91,-186.89,-47.73,-18.87,40.17,-27.17,5
-0.90,-0.76,0.38,-61.10,116.94,-163.76,-30.60,32.36,-23.11,5
-1.38,1.44,-0.50,-711.00,126.71,169.86,-20.34,-10.49,-17.38,5
-0.42,-0.46,0.11,303.77,206.85,309.75,-28.94,-3.02,-17.58,5
-0.98,-0.74,3.41,85.21,3.23,67.75,-16.85,32.20,-32.28,5
-0.59,-0.24,-0.23,375.12,-3.30,118.96,-13.48,46.77,-26.62,5
-0.35,-0.37,-0.79,201.90,-199.22,400.76,13.82,59.68,3.14,5
2.02,-0.97,0.72,-99.12,100.46,113.53,27.77,52.54,-2.69,5
-1.00,-0.44,-0.82,-377.08,-496.52,-428.59,26.60,52.19,-9.25,5
-0.03,-0.80,0.58,14.16,-89.66,31.80,2.87,47.51,-28.08,5
0.57,-0.57,0.66,135.19,-48.58,33.33,-11.66,49.90,-24.35,5
0.02,-0.73,0.47,-55.91,441.59,72.02,-1.51,51.21,-24.34,5
1.19,-0.32,0.57,-67.81,-298.83,145.87,9.57,47.81,-28.04,5
0.74,-0.34,0.09,18.07,-4.39,199.28,5.14,41.28,-31.46,5
0.60,-0.53,0.25,59.02,-175.42,-42.05,1.48,47.02,-30.48,5
1.45,-0.89,1.06,-167.48,35.10,67.63,-5.44,52.16,-26.29,5
1.22,-0.46,0.67,-22.40,-24.66,154.91,-2.88,51.53,-24.91,5
0.56,-0.19,0.61,-95.15,-208.25,97.35,6.77,47.74,-26.05,5
-2.00,0.22,0.92,93.32,44.31,-106.75,-7.81,40.86,-30.29,5
-0.95,-1.69,0.65,-41.81,255.31,-348.57,8.80,49.87,-23.12,5
0.23,-1.28,0.17,46.63,262.63,57.50,-0.78,54.46,-18.65,5
1.06,-0.45,0.23,-71.59,58.41,-87.89,10.36,58.29,-17.74,5
2.42,-0.71,-0.27,143.62,-103.21,-41.93,1.84,57.75,-17.92,5
1.65,-1.24,0.05,44.62,-8.85,302.67,15.01,58.51,-11.67,5
0.87,-1.05,0.53,-43.40,-114.20,217.41,27.42,50.59,-10.88,5
-0.74,0.50,0.01,-95.83,-233.70,34.91,28.69,32.43,-20.25,5
-1.16,0.47,-0.77,76.11,78.80,-150.94,16.46,39.05,-25.13,5
0.09,-1.34,-0.03,244.38,115.72,-193.48,15.01,55.88,-13.59,5
2.82,-3.16,1.25,-42.48,9.34,-199.58,12.82,65.21,-7.48,5
0.83,-2.10,1.40,-80.32,29.97,327.76,3.98,64.70,-11.91,5
-0.11,-0.27,0.57,-49.74,41.69,231.81,22.34,43.77,-22.53,5
-0.29,0.14,0.12,-34.55,75.44,84.17,32.28,32.65,-18.88,5
0.20,1.11,-0.42,99.06,-47.24,-75.93,30.87,35.05,-17.86,5
1.02,1.18,-0.25,247.92,-96.01,-348.88,23.27,47.41,-14.40,5
-0.12,-2.31,-0.30,145.32,-34.55,-283.81,-7.24,64.49,3.88,5
0.09,-2.40,0.28,64.39,10.19,15.99,-25.94,54.90,11.19,5
-0.46,-1.20,0.18,16.17,-302.00,1.65,-22.47,58.74,20.64,5
0.50,-0.42,-0.20,212.28,-100.04,64.76,-11.89,57.29,27.93,5
0.01,-1.65,-0.49,14.89,-136.78,127.32,-1.94,45.58,55.55,5
-0.78,-1.37,-0.73,-355.59,252.87,582.03,21.63,56.13,25.05,5
0.03,-0.05,-0.79,-456.36,-13.24,240.23,34.07,43.32,1.95,5
0.55,1.42,-1.12,-185.00,-224.98,-15.93,41.28,34.94,-5.69,5
0.11,-0.25,0.36,-499.63,-309.75,-219.91,22.41,37.81,-29.79,5
1.03,0.80,1.52,-88.20,20.57,14.59,15.92,6.20,-35.31,5
0.94,0.14,0.34,200.93,251.59,-375.67,30.77,17.70,-28.08,5
0.85,-0.79,0.63,382.45,496.89,-417.85,35.49,42.27,-14.29,5
1.16,-1.09,-0.90,193.42,204.90,-243.16,1.60,58.06,24.61,5
0.06,0.28,-0.27,244.02,153.63,37.60,-21.11,46.91,31.46,5
-0.35,-0.33,-0.46,639.28,2.62,255.68,-21.78,20.53,41.59,5
-0.72,0.13,-0.09,90.03,49.26,87.16,-24.52,14.53,39.53,5
-0.74,0.38,-0.01,48.71,2.01,23.13,-27.54,13.06,38.68,5
-0.78,-0.15,-0.10,-153.32,-72.27,34.18,-23.80,14.11,40.69,5
-0.85,-0.90,-0.26,-488.89,-427.86,45.96,-13.79,46.36,37.08,5
0.90,-2.37,0.17,-363.04,-930.05,-89.29,2.28,62.37,16.04,5
0.45,-0.46,-0.52,-404.42,-358.95,56.34,-15.66,56.16,-11.80,5
-0.22,-0.52,0.52,-219.36,-104.61,108.70,-25.72,46.42,-18.49,5
0.15,-0.69,0.24,-77.39,232.18,254.46,-11.34,50.79,-24.88,5
0.90,-0.79,0.59,243.53,432.43,291.93,7.31,47.06,-29.24,5
1.48,0.15,0.10,-205.26,354.43,178.16,44.56,32.23,-7.36,5
0.62,0.05,-0.23,-16.91,498.05,-83.31,38.34,22.73,31.26,5
0.05,-0.20,-0.79,-344.97,-72.81,-258.18,19.86,45.36,34.72,5
-0.20,-0.35,-1.29,-163.39,-289.92,26.73,18.58,53.83,25.83,5
0.33,-0.53,-1.20,-198.30,-491.76,30.52,22.83,56.85,0.12,5
0.52,-1.11,-0.01,43.03,-146.61,11.41,5.90,55.60,-17.13,5
0.67,-1.13,0.23,-3.48,-54.93,84.59,4.02,58.54,-15.70,5
1.35,-0.89,-0.07,3.85,210.02,183.59,10.18,56.41,-16.10,5
0.97,-0.73,-0.15,213.26,613.10,293.58,35.72,47.40,-4.03,5
0.26,0.24,-0.64,135.86,534.91,65.73,21.98,18.35,46.56,5
-0.23,-0.14,-0.86,-97.60,-251.89,-246.15,16.09,32.96,45.78,5
0.23,-0.29,-0.93,306.95,-64.51,-219.18,19.57,34.74,41.26,5
0.94,0.40,-1.05,188.54,-272.09,-90.27,23.65,27.14,41.20,5
1.19,0.15,-0.55,164.55,-94.24,-20.02,34.11,16.35,31.29,5
1.06,0.25,-0.61,87.28,-51.51,40.65,37.13,13.21,27.11,5
1.24,0.03,0.34,159.06,-267.82,0.24,42.15,13.31,18.05,5
1.42,0.11,0.26,110.78,113.04,-62.56,43.46,10.33,12.55,5
0.93,0.38,0.29,149.72,-215.58,-24.41,43.32,9.92,13.62,5
1.11,-0.11,0.27,74.77,88.32,97.17,42.97,5.90,9.57,5
1.09,0.32,0.03,382.87,59.45,-7.87,41.46,-2.12,8.96,5
0.70,-0.40,0.61,151.73,-49.50,26.79,40.81,-3.75,0.82,5
0.62,-0.25,0.47,204.47,-195.31,138.61,35.38,-6.60,-10.51,5
0.63,0.48,0.69,-204.59,-201.84,106.69,22.03,-14.16,-18.97,5
0.62,0.51,0.81,63.11,-75.32,55.79,13.73,-17.94,-18.13,5
0.36,0.11,0.88,415.95,-65.80,-15.93,10.63,-10.66,-28.17,5
0.24,-0.76,0.43,244.51,61.34,82.03,6.71,31.82,-36.25,5
0.11,-0.40,0.24,4.76,-165.22,-16.78,2.34,42.75,-31.79,5
0.06,-0.47,0.42,-52.61,-161.07,14.10,-2.61,44.45,-31.18,5
-0.01,-1.06,0.73,22.22,134.46,55.11,-9.91,43.09,-31.98,5
0.95,-0.74,0.51,81.73,140.50,170.90,7.95,42.04,-33.63,5
0.64,-0.57,0.51,-95.64,-89.23,44.68,12.13,37.22,-33.15,5
0.63,-0.46,0.31,5.49,48.77,55.79,13.65,36.76,-33.97,5
0.93,-0.23,0.58,-52.73,-9.09,-123.54,18.18,34.19,-31.93,5
0.66,-0.52,0.40,32.59,-55.79,-86.73,10.19,37.05,-35.00,5
0.79,-0.71,0.61,-85.14,69.70,-35.34,11.87,36.78,-35.57,5
0.48,-0.41,0.80,-179.99,80.81,-309.02,12.45,31.64,-37.23,5
-0.34,-1.09,2.33,-342.90,-111.45,-204.71,12.66,21.28,-38.45,5
0.67,-0.35,0.95,-59.27,137.88,-15.26,17.46,11.28,-35.53,5
0.34,-0.26,0.55,28.63,-20.81,21.61,26.21,-0.34,-28.80,5
0.56,0.08,0.65,494.45,56.15,229.13,24.57,2.61,-30.47,5
0.04,-0.72,1.32,-36.07,-143.68,170.23,19.32,25.57,-33.33,5
0.75,-0.15,0.77,100.22,-107.18,37.35,17.22,12.72,-35.64,5
0.64,-0.08,0.67,80.20,-32.59,-9.83,12.08,18.31,-37.87,5
1.22,-0.30,0.74,138.79,-80.51,237.49,11.21,20.96,-37.48,5
0.41,-0.07,1.06,-109.92,-33.26,86.98,5.74,24.82,-38.79,5
0.59,0.04,0.76,-4.46,-58.11,93.75,4.68,17.53,-39.43,5
0.29,0.05,1.04,-39.43,16.05,87.89,2.28,16.06,-39.16,5
0.84,0.41,0.46,-113.95,-17.94,-5.49,5.30,17.14,-38.05,5
0.48,-0.40,0.26,166.99,455.75,-245.06,15.88,22.27,-36.61,5
1.09,-0.45,-0.27,219.42,159.79,-193.30,28.99,45.32,-13.85,5
0.65,-0.70,-0.39,59.81,-153.81,-206.54,14.26,59.36,-5.07,5
0.70,-0.86,-0.03,146.67,-238.59,-66.53,7.31,60.82,-3.47,5
0.56,-1.06,0.29,-121.89,-510.38,-56.70,-2.61,64.06,1.83,5
0.06,-0.91,0.51,-82.52,-232.79,0.98,-8.44,63.83,-0.74,5
-0.08,-1.93,0.55,62.50,-56.03,-165.28,-15.52,62.05,-2.22,5
-0.27,-0.48,0.72,-188.17,217.71,-135.80,-16.92,61.68,-3.55,5
-0.29,-0.62,0.83,-526.61,465.58,2.99,-12.77,47.28,-27.14,5
0.80,0.38,-0.29,-186.46,394.71,-68.79,29.25,12.84,-27.20,5
0.68,0.20,-0.85,-227.05,280.64,-52.86,43.37,13.04,3.49,5
0.81,0.00,-0.59,-157.47,-22.34,-96.44,43.29,17.05,10.25,5
1.00,-0.41,-0.88,-4.09,18.19,-122.56,41.46,27.97,6.80,5
0.90,-0.17,-0.69,28.56,24.54,-82.46,38.81,35.08,7.91,5
-0.04,-1.18,0.36,-252.99,497.99,-162.78,32.10,43.57,11.83,5
0.50,-0.72,0.07,53.53,192.32,-81.12,21.69,50.28,19.02,5
-0.24,-0.84,-1.16,100.16,-520.08,63.17,14.65,50.26,26.06,5
0.77,-0.88,-0.44,-480.41,291.69,135.68,35.21,39.66,4.58,5
0.33,-1.11,-0.01,-148.25,23.32,-63.96,29.71,46.69,9.79,5
0.50,-0.36,0.78,-500.24,-35.64,51.21,28.78,48.78,4.93,5
0.50,-0.57,0.62,-209.84,63.17,-10.50,33.67,37.45,-13.11,5
0.45,-0.70,0.42,-47.12,-25.21,-66.28,32.48,35.42,-15.33,5
0.55,-0.21,0.77,10.86,155.88,177.00,36.99,28.91,-11.95,5
0.79,-0.33,0.29,356.45,307.68,344.85,41.81,20.81,-2.51,5
0.28,0.43,-0.00,190.49,275.39,169.19,32.01,-10.22,12.99,5
0.46,0.34,-0.18,297.24,313.11,92.77,18.96,-19.86,13.56,5
0.22,1.14,-0.28,275.70,65.55,-5.13,13.23,-23.33,-0.50,5
0.47,1.32,-0.78,317.14,317.99,117.74,14.23,-22.44,-8.72,5
0.28,1.10,0.65,149.35,9.40,114.81,14.17,-1.46,-30.99,5
0.09,0.60,0.31,30.88,15.14,88.75,14.29,5.37,-34.44,5
-0.01,0.61,1.05,120.97,134.46,6.35,15.49,12.78,-36.55,5
-0.31,0.15,0.73,207.58,-100.34,7.63,19.40,15.41,-34.68,5
0.79,0.37,0.92,-88.75,20.45,56.27,17.31,29.08,-33.74,5
0.40,0.36,1.18,-167.91,234.80,40.16,27.73,16.19,-30.99,5
1.29,1.16,0.10,-132.75,181.03,-128.97,40.21,5.71,-14.15,5
0.43,1.06,0.45,-45.35,76.11,-233.28,42.90,8.33,-8.79,5
0.96,-0.04,0.06,-479.31,-175.60,316.83,43.73,14.47,-6.59,5
0.55,0.03,-0.61,-406.98,-50.48,162.90,29.98,-15.34,8.72,5
0.35,0.05,-0.80,-336.12,-45.35,-186.34,29.44,-4.09,29.03,5
0.40,-0.06,-0.72,61.65,-276.43,-307.25,42.22,9.52,13.60,5
0.70,-1.35,-0.41,278.26,-224.73,-548.22,42.29,28.63,2.61,5
0.63,-0.83,-0.50,-2.56,-333.80,-188.66,16.44,57.70,-3.52,5
0.27,-0.74,0.15,87.04,-65.37,237.18,12.61,58.90,-3.70,5
0.44,-0.63,0.12,178.65,-617.98,62.44,10.96,57.36,-10.49,5
0.24,-0.53,0.26,149.05,-8.91,78.12,9.81,57.76,-9.48,5
0.39,-0.48,0.05,-260.68,-34.48,20.26,16.70,56.14,-0.81,5
0.45,-1.27,0.96,241.21,-313.72,-174.68,11.66,59.83,-0.74,5
0.01,-0.65,0.44,-62.19,-51.51,-29.97,-0.16,62.77,4.15,5
0.02,-1.34,0.58,-86.55,-58.78,-162.96,-0.56,63.07,1.45,5
-0.29,-0.41,0.35,-643.19,430.60,25.88,-5.79,54.04,-20.12,5
0.24,0.80,0.25,-257.57,315.37,102.66,29.49,14.54,-24.67,5
1.42,0.50,-0.52,21.18,234.99,-38.27,41.02,9.33,2.99,5
0.35,0.72,-0.59,362.49,-178.22,-447.69,41.46,13.77,6.34,5
0.41,-0.48,-0.59,558.90,-50.35,-369.38,28.02,45.13,17.36,5
-0.30,-0.22,-1.60,257.63,49.99,-88.26,22.42,26.50,37.88,5
0.52,-0.49,-0.53,-181.88,11.60,51.57,19.79,30.20,39.36,5
0.85,-0.45,-0.41,-234.92,73.36,106.45,20.02,34.68,37.05,5
0.33,-0.72,-0.12,-81.18,71.96,105.35,19.06,42.02,32.82,5
0.56,-0.32,-0.61,-286.93,15.81,199.83,22.38,42.31,29.98,5
1.19,0.89,-0.20,-341.98,-84.17,206.05,30.29,44.90,14.94,5
1.12,-0.24,-0.14,-188.23,78.55,-61.10,28.86,46.17,16.16,5
0.88,-0.32,-0.06,9.64,21.85,-47.49,30.46,46.70,10.14,5
1.43,-0.39,-0.37,155.46,-88.56,81.67,32.98,43.53,10.22,5
1.45,0.04,-0.19,213.87,-143.49,192.69,40.56,29.80,8.48,5
0.10,0.21,0.71,115.48,30.03,347.47,42.20,15.98,7.64,5
-0.50,0.68,0.61,105.29,13.31,62.62,35.51,-7.90,6.82,5
-0.61,0.14,0.45,78.74,154.91,-373.90,39.01,-1.28,4.66,5
0.59,-0.40,-1.14,-147.34,388.06,-454.16,34.31,31.05,27.19,5
2.05,-1.71,-1.80,48.58,14.40,-85.94,18.20,42.54,36.91,5
0.72,-0.76,-0.41,35.52,-148.01,102.29,12.87,48.58,35.05,5
0.36,-0.40,0.16,-45.72,-114.99,103.64,29.57,41.27,25.49,5
0.76,-0.81,-0.26,106.51,-10.74,154.36,34.45,36.61,20.64,5
0.44,0.00,-0.36,639.89,217.41,-272.03,31.32,21.44,40.04,5
0.81,-0.65,0.08,865.60,95.64,-437.74,19.57,-5.26,34.45,5
0.88,0.73,-1.82,4.39,230.83,-209.53,32.09,-10.22,14.55,5
