Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
-0.92,-0.08,0.05,5.00,14.22,-42.54,-39.66,40.92,-11.68,4
-1.00,-0.08,0.11,7.81,8.61,-24.60,-39.83,39.90,-12.16,4
-1.00,-0.02,0.13,25.88,-4.52,0.92,-40.71,39.84,-13.53,4
-0.97,-0.11,0.09,27.34,-6.84,7.63,-40.58,40.78,-11.06,4
-0.93,-0.10,0.04,24.41,-14.89,8.73,-40.52,42.91,-7.67,4
-0.93,-0.01,0.07,-5.80,15.81,-28.87,-41.11,41.75,-9.41,4
-1.01,-0.02,0.10,-9.64,6.35,-3.91,-41.63,40.04,-10.08,4
-1.02,0.03,0.13,-0.24,1.22,-8.30,-41.48,39.75,-11.32,4
-1.05,0.01,0.10,-20.39,0.00,-5.98,-41.97,38.83,-12.28,4
-1.00,-0.03,0.10,-2.50,-0.98,0.92,-41.83,38.67,-11.72,4
-0.97,-0.01,0.07,-4.21,-0.18,-1.71,-42.32,38.22,-10.91,4
-0.92,0.05,0.08,-0.24,3.05,-1.10,-41.76,38.42,-10.75,4
-1.03,-0.00,0.09,-39.25,15.01,-4.46,-42.24,37.07,-13.07,4
-0.94,-0.03,0.07,0.73,-12.21,7.32,-41.78,37.07,-13.73,4
-0.97,0.02,0.11,-7.81,-4.27,-3.72,-41.54,37.00,-11.98,4
-1.00,0.02,0.09,-10.07,-9.09,2.01,-42.40,36.25,-12.50,4
-1.01,0.03,0.09,24.17,-6.65,0.85,-42.20,37.46,-11.36,4
-0.99,0.01,0.04,30.70,11.96,-13.73,-42.61,37.92,-11.61,4
-0.99,0.05,0.04,38.70,-14.89,4.33,-42.90,37.62,-9.64,4
-1.03,-0.00,0.06,45.35,-19.59,-0.43,-43.62,38.51,-5.64,4
-0.96,0.00,0.07,53.77,12.57,-8.85,-43.75,38.46,-4.10,4
-0.94,-0.05,0.10,49.87,7.87,-18.86,-44.54,37.92,-3.36,4
-0.92,0.02,0.11,28.26,1.59,3.11,-44.31,36.72,-2.62,4
-0.96,0.07,0.07,19.53,1.77,24.96,-44.18,38.46,-3.37,4
-0.91,-0.05,0.10,12.27,0.12,0.49,-43.08,39.51,-2.16,4
-0.96,0.01,0.11,12.70,-0.79,-7.75,-42.92,39.44,-2.26,4
-0.98,-0.01,0.09,5.92,-1.65,1.83,-43.86,38.94,-2.00,4
-0.97,-0.01,0.09,13.12,-5.49,5.43,-43.23,38.84,0.81,4
-0.97,0.01,0.09,13.73,-8.30,-2.99,-43.80,39.62,0.16,4
-0.96,0.01,0.08,22.52,0.12,-11.41,-43.77,39.22,1.17,4
-0.99,0.03,0.04,46.08,-6.16,6.04,-44.47,37.82,1.22,4
-1.01,-0.02,0.05,17.52,-4.39,10.99,-44.45,39.43,3.09,4
-0.99,-0.02,0.07,13.06,-3.23,6.96,-43.75,40.41,4.44,4
-0.98,-0.03,0.05,19.29,0.67,1.83,-43.52,41.11,6.09,4
-0.95,-0.03,0.06,30.46,2.44,-0.61,-43.80,40.45,6.31,4
-1.01,-0.09,0.04,62.26,-12.45,38.45,-43.12,40.67,8.69,4
-0.97,-0.15,0.02,53.65,-25.27,54.14,-41.09,44.19,12.48,4
-0.99,-0.18,-0.04,49.07,5.98,-3.91,-40.89,44.40,16.39,4
-0.96,-0.17,-0.05,46.08,-0.06,-7.45,-40.69,43.77,17.48,4
-0.98,-0.15,-0.04,21.12,-1.10,-10.86,-41.61,41.93,18.51,4
-1.00,-0.13,-0.06,15.08,6.71,-17.88,-42.18,41.11,18.32,4
-0.94,-0.11,-0.06,59.14,-3.85,1.83,-41.91,38.75,20.10,4
-0.99,-0.09,-0.07,39.49,-5.80,-4.58,-41.30,37.40,21.02,4
-0.98,-0.07,-0.07,6.71,8.12,-5.43,-42.22,35.68,22.89,4
-1.03,-0.06,-0.06,2.08,-0.85,-18.74,-42.26,35.39,21.06,4
-0.98,-0.00,-0.01,-21.48,27.34,-36.99,-43.98,32.69,20.36,4
-0.99,-0.01,0.00,-4.82,7.39,8.61,-44.34,32.37,18.25,4
-0.99,-0.00,0.05,12.39,3.97,2.44,-44.87,32.68,17.41,4
-0.98,-0.01,0.04,13.31,-0.12,2.08,-44.48,33.22,18.09,4
-0.97,-0.00,0.05,30.64,-2.01,4.27,-44.36,33.00,18.86,4
-0.98,-0.02,0.04,27.59,-5.68,16.66,-43.52,32.75,18.84,4
-0.99,-0.04,0.03,16.97,-4.52,-0.61,-43.19,32.70,19.19,4
-1.00,-0.05,-0.01,31.25,-6.71,-0.06,-43.84,31.84,21.40,4
-0.99,-0.04,-0.00,38.70,-5.68,-3.23,-43.43,30.80,23.47,4
-1.04,-0.03,-0.04,20.20,-6.59,-6.41,-43.33,29.00,23.73,4
-0.99,-0.01,-0.03,16.42,0.00,-9.22,-43.05,28.36,24.38,4
-0.97,0.01,-0.02,27.95,-9.64,-15.99,-42.86,26.57,25.01,4
-0.97,0.03,-0.05,26.73,-0.24,0.49,-43.40,24.13,25.74,4
-0.98,0.02,-0.01,18.49,0.73,4.21,-43.36,23.40,25.49,4
-0.98,0.01,-0.04,21.42,5.62,-1.53,-43.48,23.17,26.27,4
-0.96,0.01,-0.05,26.18,6.41,3.17,-43.55,21.69,26.10,4
-1.00,0.01,-0.01,24.54,9.40,18.07,-43.90,20.57,24.27,4
-1.00,-0.01,0.02,24.66,15.08,-1.40,-44.60,20.72,23.72,4
-1.02,-0.01,0.06,28.20,4.46,9.40,-44.57,20.50,22.40,4
-1.01,-0.04,0.06,35.83,-12.94,9.77,-44.14,19.95,22.55,4
-0.97,-0.05,-0.02,16.17,-25.39,-8.85,-43.55,19.18,23.67,4
-0.99,-0.05,-0.05,-3.48,-14.22,-10.56,-42.65,17.99,24.48,4
-0.95,-0.02,-0.05,-14.10,0.24,-2.32,-42.35,18.44,25.24,4
-0.85,0.01,-0.16,5.19,5.55,5.43,-42.11,18.85,25.89,4
-0.98,-0.00,-0.05,30.88,-7.87,-17.09,-41.91,17.09,24.67,4
-1.01,0.03,-0.05,13.61,5.74,-13.12,-42.10,13.98,25.44,4
-1.00,0.04,-0.03,-4.64,0.67,-0.37,-42.05,13.55,25.09,4
-0.98,0.06,-0.04,-26.98,5.07,-3.72,-42.69,13.82,23.66,4
-0.94,0.07,-0.06,-23.25,-6.10,-6.84,-42.92,14.71,24.37,4
-0.96,0.09,-0.06,14.95,-12.39,-4.39,-41.85,14.58,26.11,4
-0.98,0.09,-0.10,17.33,-12.70,-7.39,-42.19,14.15,27.71,4
-1.02,0.08,-0.09,-2.99,0.73,-0.06,-40.49,13.34,26.55,4
-0.93,0.08,-0.06,6.16,-5.31,-5.74,-40.38,13.35,27.06,4
-0.98,0.06,-0.09,3.60,-2.50,5.00,-40.43,13.76,28.87,4
-1.00,0.07,-0.14,0.61,-1.59,18.19,-40.55,14.36,26.95,4
-0.96,0.05,-0.08,5.49,-5.43,23.50,-40.50,14.14,27.04,4
-0.99,0.04,-0.10,0.06,-5.86,-5.49,-40.72,14.59,27.78,4
-1.01,0.06,-0.10,-23.56,-8.91,-20.26,-39.81,14.03,29.03,4
-0.97,0.08,-0.14,-50.48,-11.41,-24.96,-39.44,14.40,29.47,4
-0.96,0.12,-0.19,-54.26,-2.99,-13.37,-38.60,14.82,31.02,4
-0.96,0.15,-0.20,-31.13,1.34,-27.71,-39.17,16.66,31.20,4
-0.94,0.15,-0.19,-28.99,7.14,-15.44,-38.81,16.52,31.34,4
-0.95,0.16,-0.19,-37.72,3.30,-1.46,-39.61,17.71,30.08,4
-0.94,0.13,-0.24,-46.02,0.55,-0.55,-39.70,18.62,30.47,4
-0.97,0.10,-0.23,-36.13,6.23,15.69,-39.97,21.58,30.46,4
-0.96,0.06,-0.22,-24.29,6.41,12.33,-40.75,24.91,29.16,4
-0.95,0.06,-0.20,-10.99,8.61,10.38,-40.66,25.98,27.75,4
-0.95,0.05,-0.17,-8.30,9.46,0.06,-40.93,26.10,28.11,4
-0.99,0.02,-0.19,-21.06,4.94,0.98,-41.30,26.72,26.99,4
-0.97,-0.01,-0.20,-33.51,3.05,14.10,-41.31,28.69,27.10,4
-1.00,0.01,-0.13,-36.13,-6.84,10.99,-40.58,30.88,25.43,4
-0.95,-0.00,-0.14,-14.16,0.31,0.61,-40.58,32.40,25.68,4
-0.99,-0.05,-0.17,-5.68,3.11,1.83,-40.58,32.01,26.27,4
-0.99,-0.00,-0.15,4.82,4.52,-1.53,-41.05,33.11,26.82,4
-0.95,-0.01,-0.13,-11.35,-3.78,-3.91,-40.77,32.87,25.62,4
-0.96,-0.01,-0.14,-17.64,-4.94,-2.62,-40.98,33.50,26.23,4
-0.96,-0.03,-0.16,-8.85,-5.00,-3.23,-41.56,33.51,25.82,4
-1.01,-0.02,-0.19,-20.57,0.55,1.10,-40.71,34.14,24.58,4
-0.99,-0.03,-0.15,-14.95,3.60,-6.41,-41.22,34.56,25.35,4
-0.94,-0.02,-0.15,-2.56,0.31,-1.28,-41.87,34.72,24.87,4
-0.97,-0.01,-0.15,-1.46,1.34,0.37,-40.98,34.11,23.77,4
-0.99,-0.01,-0.11,-7.14,0.49,-2.81,-41.64,34.35,25.24,4
-0.97,-0.02,-0.17,-23.56,3.23,-1.59,-42.08,34.38,22.79,4
-1.01,0.01,-0.13,-8.24,-7.87,3.23,-41.49,34.59,23.43,4
-0.98,-0.00,-0.16,-10.07,-3.48,0.55,-41.65,35.71,23.11,4
-0.99,-0.02,-0.17,-26.25,-1.16,-4.88,-41.56,36.10,24.00,4
-0.96,-0.04,-0.16,-26.79,1.53,-6.77,-41.60,36.98,22.45,4
-0.97,-0.03,-0.15,-41.38,7.32,2.08,-41.86,37.54,21.24,4
-0.97,-0.06,-0.13,-23.74,1.59,5.00,-41.64,38.71,20.17,4
-0.97,-0.04,-0.13,4.15,6.71,8.36,-41.61,39.50,20.07,4
-0.98,-0.06,-0.11,13.18,12.39,10.31,-41.44,39.77,18.21,4
-0.97,-0.07,-0.09,9.28,5.68,3.72,-41.61,39.75,18.86,4
-0.98,-0.08,-0.09,-17.27,2.75,-5.19,-41.13,39.99,18.32,4
-1.00,-0.08,-0.07,-34.18,-3.66,-22.52,-42.15,40.09,17.11,4
-1.01,-0.05,-0.06,-17.40,3.91,-13.37,-43.36,39.12,16.39,4
-0.96,-0.00,-0.08,-18.43,13.06,-7.51,-43.08,38.87,16.27,4
-0.99,-0.04,-0.03,-39.12,-3.30,-2.93,-42.92,38.94,14.00,4
-0.98,-0.00,-0.05,-9.52,12.57,9.34,-43.43,39.11,12.32,4
-1.00,-0.06,-0.02,-1.53,2.01,-2.44,-43.01,39.65,10.90,4
-1.00,-0.03,-0.03,-8.67,-2.56,-9.16,-42.80,39.21,11.79,4
-1.04,0.01,-0.01,-29.85,-1.10,-10.68,-43.09,38.28,10.88,4
-0.97,0.02,-0.02,-25.27,-5.55,1.65,-44.04,38.81,9.92,4
-0.98,-0.09,-0.07,-59.27,-4.46,32.96,-43.46,40.14,8.68,4
-1.04,-0.08,-0.02,-44.07,5.98,9.58,-41.89,42.59,7.02,4
-0.98,-0.09,-0.01,5.86,5.68,12.76,-41.86,43.77,5.13,4
-0.97,-0.09,-0.01,28.87,5.80,-2.14,-41.41,43.74,6.10,4
-0.97,-0.11,-0.01,84.11,0.85,14.53,-41.15,43.16,8.00,4
-0.99,-0.11,-0.05,66.71,5.80,-8.91,-41.55,43.23,11.36,4
-0.97,-0.09,-0.03,24.35,3.85,-18.07,-41.53,42.72,12.84,4
-0.99,-0.05,-0.06,20.94,2.08,-7.08,-42.35,41.14,12.02,4
-0.99,-0.03,-0.03,23.56,4.76,-13.73,-42.10,40.30,12.60,4
-0.98,-0.01,-0.02,20.51,-1.04,-11.60,-43.65,38.56,13.62,4
-0.98,-0.05,-0.04,27.65,-11.72,8.30,-43.10,38.79,15.81,4
-0.94,-0.06,-0.05,30.40,-10.13,11.05,-42.71,38.37,16.96,4
-1.00,-0.09,-0.10,40.83,-11.84,7.81,-42.10,39.00,19.15,4
-0.97,-0.06,-0.09,42.42,1.22,2.87,-41.27,37.73,22.02,4
-0.99,-0.08,-0.09,29.30,-0.73,4.52,-41.72,36.96,24.05,4
-0.98,-0.06,-0.11,16.85,7.32,10.25,-40.86,36.58,22.14,4
-0.99,-0.09,-0.14,32.65,0.79,-1.34,-40.87,36.11,22.92,4
-0.99,-0.08,-0.09,27.53,1.40,2.08,-41.67,35.21,23.88,4
-0.99,-0.07,-0.10,22.03,1.16,1.16,-41.30,34.50,24.33,4
-0.98,-0.08,-0.09,1.34,1.10,-4.27,-40.63,34.08,25.46,4
-0.98,-0.08,-0.10,-1.40,4.88,0.37,-41.25,34.34,24.88,4
-1.00,-0.05,-0.08,-21.00,1.83,-10.07,-41.56,33.84,25.43,4
-0.97,-0.05,-0.08,-43.46,-0.73,-23.19,-42.26,33.94,21.95,4
-0.97,-0.03,-0.09,-4.58,-0.37,0.67,-42.22,34.28,21.61,4
-0.98,-0.02,-0.09,18.62,-1.34,-5.98,-42.24,33.97,23.29,4
-0.97,-0.02,-0.10,9.77,-2.69,1.59,-42.20,33.36,22.92,4
-0.98,-0.04,-0.09,14.83,2.14,0.12,-41.88,32.17,24.19,4
-0.96,-0.02,-0.08,20.08,-13.79,4.94,-42.20,32.96,22.19,4
-0.99,-0.03,-0.08,22.09,-2.14,4.94,-41.74,32.48,23.66,4
-1.01,-0.03,-0.10,1.28,-6.41,-1.40,-41.81,32.15,23.97,4
-0.97,-0.03,-0.11,-3.36,-1.22,-2.44,-41.92,32.09,25.65,4
-0.92,-0.01,-0.12,8.97,-2.87,10.25,-41.43,31.69,24.65,4
-0.97,-0.06,-0.14,7.20,-18.43,24.54,-41.02,32.50,26.99,4
-0.99,-0.09,-0.18,3.36,-9.58,10.93,-39.43,32.92,28.99,4
-0.97,-0.09,-0.19,8.30,-7.14,3.78,-38.72,34.22,29.05,4
-0.97,-0.10,-0.19,23.62,3.66,0.00,-38.78,33.11,28.65,4
-0.96,-0.10,-0.19,26.98,10.44,-8.24,-39.21,32.42,29.60,4
-0.98,-0.06,-0.17,22.95,14.10,-0.98,-39.64,30.53,28.93,4
-0.98,-0.07,-0.14,7.63,10.74,-3.97,-39.93,29.97,28.09,4
-0.98,-0.06,-0.13,-6.59,3.78,0.92,-40.28,29.36,27.92,4
-0.94,-0.05,-0.13,21.85,11.96,11.66,-40.97,29.20,27.12,4
-1.02,-0.08,-0.12,42.97,15.50,6.90,-41.04,28.59,26.75,4
-1.00,-0.06,-0.11,33.39,4.39,1.34,-41.72,27.33,27.21,4
-1.01,-0.08,-0.11,49.26,-3.54,-8.79,-41.80,25.45,27.53,4
-0.96,-0.06,-0.11,39.18,-3.48,-8.85,-42.03,23.35,28.47,4
-0.97,-0.03,-0.11,42.85,0.12,2.38,-41.43,20.91,29.19,4
-0.98,-0.04,-0.10,23.25,-1.77,5.86,-41.17,20.09,28.82,4
-0.96,-0.06,-0.12,9.83,-0.43,-1.10,-40.54,19.29,28.32,4
-0.98,-0.04,-0.14,20.08,1.89,2.20,-40.65,18.82,27.61,4
-0.99,-0.04,-0.11,20.63,2.87,2.01,-40.67,18.32,28.10,4
-1.03,-0.03,-0.10,13.24,2.62,-5.86,-40.69,17.71,29.87,4
-0.97,-0.02,-0.11,8.00,1.28,0.79,-40.99,16.44,28.78,4
-0.98,-0.03,-0.08,16.42,7.20,1.59,-41.25,16.55,27.37,4
-0.99,-0.01,-0.09,18.86,0.24,0.43,-40.72,16.13,26.86,4
-0.98,-0.00,-0.08,35.89,-3.66,0.85,-40.98,15.21,27.50,4
-1.01,-0.05,-0.12,24.96,0.37,1.22,-40.75,13.79,27.97,4
-0.98,-0.05,-0.09,8.48,4.03,-0.49,-40.91,13.13,27.49,4
-0.98,-0.01,-0.10,1.04,0.85,0.37,-41.35,13.23,25.94,4
-0.98,-0.02,-0.09,1.28,-0.37,2.26,-41.24,13.50,26.22,4
-0.96,-0.04,-0.08,12.88,1.22,1.53,-41.28,13.62,26.15,4
-0.99,-0.02,-0.11,20.51,-5.43,-3.97,-41.44,13.06,25.35,4
-1.00,0.01,-0.12,15.99,-9.64,4.64,-41.48,11.34,25.37,4
-0.98,-0.04,-0.11,17.94,-3.97,3.54,-41.27,10.51,26.07,4
-1.00,-0.01,-0.13,27.71,-2.01,-11.72,-40.59,9.22,25.96,4
-1.00,0.04,-0.13,21.97,0.00,-7.32,-40.67,8.74,26.95,4
-0.96,0.04,-0.11,18.31,1.89,2.01,-39.72,6.74,24.60,4
-0.98,0.01,-0.11,17.09,-1.83,-1.59,-39.66,5.99,24.67,4
-0.99,0.01,-0.11,15.20,-3.42,0.43,-39.83,4.72,23.27,4
-0.98,0.03,-0.10,0.67,0.12,0.00,-40.10,5.80,22.80,4
-0.97,0.03,-0.11,0.43,2.69,-1.22,-40.14,4.44,24.35,4
-0.97,-0.00,-0.10,-19.78,-0.37,0.55,-39.87,5.07,23.44,4
-0.96,0.01,-0.12,-45.35,-4.64,-2.01,-40.10,5.83,24.65,4
-1.00,0.02,-0.15,-43.46,-1.04,-1.71,-39.98,7.19,26.05,4
-0.98,0.01,-0.11,-21.85,-3.78,-10.25,-39.53,8.51,26.14,4
-0.99,0.02,-0.13,-20.45,1.34,-13.06,-39.70,8.76,27.00,4
-0.96,0.04,-0.12,-40.10,9.34,5.86,-40.42,9.86,26.17,4
-0.99,-0.01,-0.11,-70.50,4.09,20.20,-41.13,12.15,27.58,4
-0.97,-0.04,-0.11,-45.53,-2.56,7.45,-41.28,15.70,26.73,4
-0.99,-0.05,-0.09,-36.25,-7.20,9.16,-41.35,19.15,26.81,4
-0.98,-0.07,-0.12,-14.95,-7.57,3.11,-41.28,20.74,28.22,4
-0.97,-0.10,-0.09,-23.32,-6.04,-16.30,-41.06,21.11,28.67,4
-0.99,-0.03,-0.11,-26.00,5.49,-19.65,-40.21,20.86,28.77,4
-0.98,0.01,-0.12,-31.98,-9.95,-13.12,-40.47,20.68,28.85,4
-0.99,0.02,-0.13,-31.92,-12.57,-7.08,-40.12,21.77,29.38,4
-0.94,0.01,-0.11,-48.89,-1.46,-11.11,-40.12,22.66,30.68,4
-0.96,-0.02,-0.17,-62.32,-6.35,4.46,-40.61,23.97,29.31,4
-0.95,-0.02,-0.16,-47.36,-14.28,-8.30,-40.30,27.34,29.28,4
-0.95,-0.03,-0.19,-23.07,-14.34,-10.56,-39.83,28.99,29.16,4
-0.99,-0.04,-0.26,3.17,-7.39,-11.66,-39.83,28.65,29.31,4
-0.93,-0.03,-0.22,-20.94,-7.57,6.47,-39.21,28.19,29.06,4
-0.94,-0.03,-0.21,-23.93,-4.82,0.73,-38.95,29.25,29.92,4
-0.93,-0.01,-0.23,-9.58,-5.07,-10.50,-38.46,29.69,30.70,4
-0.97,0.03,-0.24,-33.33,1.46,-26.61,-38.55,29.30,29.42,4
-0.95,0.02,-0.22,-49.19,10.68,-21.18,-39.50,28.77,28.33,4
-0.97,0.04,-0.24,-62.87,14.16,0.18,-39.95,30.55,27.22,4
-0.93,0.02,-0.17,-29.79,5.43,0.12,-40.41,32.69,25.49,4
-0.95,-0.02,-0.20,-4.39,-8.00,13.79,-40.27,34.41,25.02,4
-0.98,-0.00,-0.17,-46.33,10.74,-0.55,-39.58,34.59,23.58,4
-0.98,-0.04,-0.14,-46.51,10.31,-2.08,-40.55,37.07,21.44,4
-0.99,-0.07,-0.12,-15.87,4.76,3.23,-40.77,38.20,20.29,4
-0.94,-0.04,-0.13,-1.65,-1.34,4.03,-40.88,39.32,20.29,4
-1.01,-0.07,-0.16,-21.42,-2.50,4.39,-41.05,39.32,20.56,4
-0.96,-0.07,-0.14,-45.10,6.84,-2.32,-40.12,39.70,19.20,4
-0.96,-0.09,-0.11,-59.81,9.77,-0.18,-40.39,40.86,16.20,4
-1.00,-0.09,-0.10,-45.78,7.69,2.50,-41.70,41.76,12.41,4
-0.98,-0.09,-0.06,-40.53,3.85,-0.43,-41.72,42.03,11.29,4
-0.97,-0.07,-0.07,-24.72,-0.31,0.55,-41.60,42.71,9.78,4
-0.98,-0.11,-0.05,-27.59,0.98,-3.30,-42.22,42.72,7.21,4
-0.99,-0.09,-0.01,-51.45,-5.43,2.56,-41.80,43.33,6.87,4
-0.97,-0.11,-0.07,-21.79,-8.48,6.53,-41.20,44.23,6.73,4
-0.95,-0.07,-0.03,-13.92,1.40,0.31,-41.53,44.29,6.21,4
-0.96,-0.09,-0.06,2.81,-6.59,-4.03,-41.43,44.56,5.30,4
-1.00,-0.12,-0.10,-9.16,-14.04,-5.68,-42.46,44.52,7.18,4
-0.99,-0.11,-0.09,-10.86,-12.45,-16.30,-42.93,43.30,7.07,4
-1.00,-0.07,-0.10,-28.99,6.41,-15.63,-43.73,42.49,5.73,4
-1.01,-0.07,-0.09,-50.05,16.24,0.79,-43.98,41.38,4.48,4
-1.02,-0.05,-0.05,-54.20,11.41,1.53,-43.23,41.22,1.06,4
-0.99,-0.04,-0.03,-44.43,25.45,-0.85,-43.08,41.32,-3.03,4
-0.98,-0.09,0.03,-30.27,39.73,40.04,-42.55,41.31,-6.05,4
-0.91,-0.07,0.09,-29.24,1.04,-7.32,-40.60,42.29,-6.92,4
-0.94,-0.08,0.09,-18.49,-21.24,-16.54,-41.59,40.43,-9.24,4
-1.00,-0.06,0.04,-13.00,-6.35,-11.78,-42.18,39.33,-7.87,4
-0.96,-0.02,0.04,-18.86,-11.84,0.67,-42.50,38.76,-8.79,4
-0.98,-0.06,0.02,-21.06,3.23,5.74,-42.57,38.13,-7.06,4
-0.98,-0.07,0.01,-10.38,0.18,0.06,-42.65,38.23,-8.53,4
-1.00,-0.02,0.03,-5.00,8.54,-16.78,-42.53,37.06,-9.45,4
-1.00,-0.04,0.04,-4.64,2.62,-4.70,-42.43,37.06,-9.48,4
-0.99,-0.01,0.03,-10.13,-0.37,-2.62,-42.32,36.29,-10.22,4
-0.98,-0.05,0.06,-10.25,5.31,17.46,-42.05,36.43,-12.13,4
-0.99,-0.06,0.05,-11.17,16.60,50.54,-40.87,38.46,-12.05,4
-0.94,-0.17,0.11,-5.25,13.37,27.77,-38.82,40.26,-13.59,4
-0.95,-0.20,0.13,-14.53,-0.79,19.29,-37.30,41.48,-14.01,4
-0.95,-0.22,0.11,-7.08,-6.41,-0.92,-36.40,42.02,-15.45,4
-0.95,-0.21,0.11,-1.71,-2.32,-5.00,-36.65,41.92,-14.87,4
-0.96,-0.21,0.11,1.77,-3.72,-3.72,-37.44,42.02,-14.01,4
-0.95,-0.19,0.08,5.62,-8.06,-7.75,-37.50,41.22,-14.36,4
-0.94,-0.16,0.07,12.02,0.06,-5.74,-38.77,40.89,-13.42,4
-0.96,-0.17,0.07,26.86,7.45,6.59,-38.00,41.94,-12.51,4
-0.96,-0.26,0.07,51.45,-12.88,10.38,-37.99,43.93,-9.23,4
-0.96,-0.21,-0.01,29.36,-10.56,2.44,-38.46,45.45,-8.84,4
-0.97,-0.23,-0.02,-0.55,2.08,-19.96,-39.10,45.74,-6.71,4
-0.98,-0.09,0.01,-49.68,9.64,-21.00,-39.39,42.49,-8.19,4
-0.98,-0.14,0.04,-43.15,10.68,7.26,-40.20,40.52,-11.98,4
-0.96,-0.12,0.05,-73.06,28.93,47.00,-38.95,40.55,-13.05,4
-0.90,-0.25,0.21,-39.92,19.29,20.69,-36.23,39.89,-17.03,4
-0.82,-0.25,0.29,-34.73,-6.41,-3.66,-35.77,38.67,-19.07,4
-0.90,-0.18,0.20,-50.96,-17.88,11.41,-36.39,36.27,-20.62,4
-0.99,-0.13,0.10,-38.76,-12.39,13.79,-36.91,35.40,-20.20,4
-0.97,-0.18,0.15,-29.05,1.71,7.51,-36.76,34.55,-21.51,4
-0.92,-0.20,0.22,-31.43,9.70,10.19,-36.47,33.52,-22.49,4
-0.92,-0.26,0.25,-28.02,-4.33,0.18,-35.17,33.11,-23.78,4
-0.96,-0.19,0.22,-34.24,2.50,0.73,-35.42,31.26,-25.29,4
-0.92,-0.21,0.26,-31.07,2.69,2.50,-34.95,29.61,-24.16,4
-0.91,-0.21,0.29,-22.77,2.01,-2.08,-34.61,28.50,-26.99,4
-0.95,-0.19,0.24,-26.37,-5.19,-4.64,-35.50,26.60,-24.66,4
-0.95,-0.18,0.27,-20.39,-5.43,-3.60,-35.05,24.48,-25.61,4
-0.90,-0.18,0.27,-13.43,-7.75,-1.40,-35.40,23.54,-26.61,4
-0.94,-0.12,0.20,-9.46,-2.20,7.69,-35.56,23.52,-25.06,4
-1.02,-0.20,0.20,-6.84,-15.26,-3.30,-35.21,22.57,-25.45,4
-0.90,-0.10,0.21,-33.02,0.55,-1.40,-36.04,21.29,-24.62,4
-0.92,-0.16,0.25,-18.68,-15.14,3.30,-36.15,20.35,-24.32,4
-0.99,-0.13,0.20,-0.98,2.75,14.89,-36.71,19.85,-24.23,4
-0.96,-0.14,0.21,-9.46,2.56,0.37,-36.17,19.42,-25.27,4
-0.94,-0.14,0.22,-8.73,-30.52,-12.15,-37.59,18.40,-24.10,4
-1.00,-0.11,0.16,3.66,-20.51,-15.26,-38.79,18.14,-21.96,4
-0.96,-0.06,0.13,0.00,31.37,6.65,-38.71,18.07,-21.52,4
-0.98,-0.18,0.19,-11.96,4.64,7.20,-38.77,18.29,-22.12,4
-0.98,-0.13,0.20,18.19,11.72,17.33,-37.71,19.19,-23.34,4
-0.98,-0.07,0.17,32.78,-29.30,3.42,-37.39,20.12,-24.07,4
-0.92,-0.10,0.04,-46.02,4.46,3.91,-38.51,20.80,-22.39,4
-0.93,-0.18,0.23,-31.25,-9.77,-12.33,-39.14,17.77,-22.67,4
-0.95,-0.19,0.04,0.37,-0.85,1.77,-38.29,17.26,-22.30,4
-1.01,-0.11,0.22,-22.09,-0.67,-11.96,-38.94,16.99,-19.36,4
-1.01,-0.04,0.30,-15.32,-9.52,-17.94,-39.94,15.05,-22.13,4
-0.93,-0.15,0.07,-21.67,-12.15,-13.37,-40.71,14.33,-20.20,4
-1.09,0.33,0.33,38.33,-34.79,-25.94,-41.31,12.94,-18.20,4
-1.01,-0.02,0.14,30.94,-19.84,-19.47,-41.71,15.58,-18.37,4
-0.98,-0.01,0.17,58.41,3.48,-13.67,-42.04,15.81,-17.81,4
-0.97,-0.00,0.11,83.92,-0.92,-1.28,-41.48,17.72,-17.90,4
-1.00,-0.01,0.11,34.67,23.62,11.84,-41.82,20.15,-19.12,4
-1.01,-0.01,0.12,9.03,10.86,4.33,-41.54,22.00,-19.21,4
-0.96,-0.04,0.16,23.68,5.62,2.44,-40.37,23.55,-17.86,4
-0.95,-0.08,0.18,30.15,17.64,8.30,-40.80,25.23,-19.20,4
-0.94,-0.07,0.20,16.24,11.84,5.19,-39.48,27.62,-19.41,4
-0.93,-0.05,0.24,-12.08,-0.49,0.55,-39.42,27.10,-20.74,4
-0.96,-0.08,0.17,7.39,-15.50,-12.15,-39.59,27.97,-20.85,4
-1.01,-0.09,0.17,34.12,-1.59,3.42,-40.60,27.29,-19.32,4
-0.99,-0.11,0.12,44.92,-28.63,5.25,-41.39,29.86,-17.04,4
-0.97,-0.14,0.07,39.73,-18.68,4.46,-42.48,32.43,-14.40,4
-0.93,-0.15,0.05,36.50,-2.38,21.00,-42.81,32.92,-12.67,4
-1.00,-0.18,-0.01,42.91,-7.02,-6.77,-42.10,36.58,-11.85,4
-1.04,-0.16,0.05,30.88,8.06,-8.91,-42.33,37.44,-10.47,4
-1.02,-0.16,0.11,27.10,22.83,17.58,-42.02,38.21,-10.73,4
-0.91,-0.17,0.10,44.92,8.00,1.59,-41.10,39.56,-9.72,4
-0.97,-0.18,0.03,42.72,-8.36,-17.52,-41.58,39.99,-9.22,4
